lon,lat,BO_sstmean,BO_sstrange,BO2_salinitymean_ss,BO2_ppmean_ss,BO2_pprange_ss
7.898180497,41.07740853,18.7029089494185,11.587363676591353,37.70513916015625,4.334517288953066e-4,0.002214496891776269
8.194,41.062,18.652090766213156,11.744636448946865,37.772979736328125,4.783309070097113e-4,0.002310941842469302
8.204,41.055,18.64699987931685,11.801363684914328,37.772979736328125,4.8617832627232104e-4,0.002301019320095127
8.217,41.121,18.666999990289863,11.696636460044168,37.76997756958008,4.667937305798246e-4,0.0022636625958098607
8.201,41.043,18.64699987931685,11.801363684914328,37.772979736328125,4.8617832627232104e-4,0.002301019320095127
8.217,41.024,18.64699987931685,11.801363684914328,37.772979736328125,4.8617832627232104e-4,0.002301019320095127
8.155,41,18.657249927520752,11.694500048955282,37.74476623535156,4.8339686084849137e-4,0.00237559857002149
8.212,41.005,18.656833171844482,11.843083381652832,37.772979736328125,4.946895569446497e-4,0.002312800905201584
8.195,41.825,18.66545434431596,11.83109101382169,37.83133316040039,4.151768410917033e-4,0.0019665272821756926
8.24,41.049,18.642636212435637,11.829909151250666,37.772979736328125,4.88898671888323e-4,0.002280538541857492
8.218,41.038,18.64699987931685,11.801363684914328,37.772979736328125,4.8617832627232104e-4,0.002301019320095127
8.349,41.091,18.650272716175426,11.911636265841397,37.79304122924805,5.011031621093439e-4,0.002195736753161658
12.879812,35.870092,20.378400230407713,11.694600009918213,37.617584228515625,5.463008012156934e-4,0.0017619195976294577
12.87981,35.87009,20.378400230407713,11.694600009918213,37.617584228515625,5.463008012156934e-4,0.0017619195976294577
12.633,35.501,20.455875158309937,11.922124981880188,37.54130554199219,5.421952373581007e-4,0.001754264798364602
12.604,35.526,20.43670024871826,11.908399963378907,37.54130554199219,5.406904267147184e-4,0.001752238697372377
14.324,35.943,20.5431001663208,11.656300067901611,37.707218170166016,6.438739772420376e-4,0.002104046242311597
14.515,35.906,20.55890026092529,11.764400005340576,37.72467041015625,6.293228187132626e-4,0.00203557841014117
30.436,36.237,22.14570007324219,12.448200130462647,39.236629486083984,0.0019595803576521577,0.00418731621466577
30.462,36.256,22.18862509727478,12.564250111579895,39.23539352416992,0.002245171432150528,0.004797375702764839
30.479,36.272,22.200500106811525,12.604900074005126,39.23539352416992,0.002481479267589748,0.005190493119880557
30.487,36.388,22.277555465698242,12.79533322652181,39.229408264160156,0.0035532125427077212,0.0076277545239362456
30.487,36.368,22.27649998664856,12.800249934196472,39.229408264160156,0.003418761625653133,0.007339338364545256
30.529,36.337,22.260099983215333,12.753899955749512,39.22676086425781,0.003201244375668466,0.006770872976630926
4.295,39.803,19.26599998474121,12.597599983215332,37.25131607055664,6.319805339444429e-4,0.0026745951268821954
4.288,39.8,19.26599998474121,12.597599983215332,37.25131607055664,6.319805339444429e-4,0.0026745951268821954
4.22,39.822,19.239444308810764,12.733666631910536,37.251407623291016,6.286727406808899e-4,0.0026778015308082104
4.227,39.821,19.239444308810764,12.733666631910536,37.251407623291016,6.286727406808899e-4,0.0026778015308082104
4.282,39.801,19.271222220526802,12.600666681925455,37.25131607055664,6.285065254713926e-4,0.0026473073650979334
4.238,39.814,19.239444308810764,12.733666631910536,37.251407623291016,6.286727406808899e-4,0.0026778015308082104
23.785,39.108,19.01660022735596,12.745699977874756,34.21953201293945,8.157990174368024e-4,0.0017622925690375269
23.779,39.101,19.021636616099965,12.749909054149281,34.21953201293945,8.821492083370686e-4,0.0018600185338238423
23.829,39.152,18.974900245666504,12.601700019836425,34.21953201293945,6.828762940131128e-4,0.00159221749054268
23.841,39.158,18.974900245666504,12.601700019836425,34.181068420410156,6.828762940131128e-4,0.00159221749054268
23.872,39.172,18.994100189208986,12.6125,34.14944076538086,6.45939790410921e-4,0.001574760745279491
23.867,39.203,18.981200218200684,12.616100025177001,34.14944076538086,6.30951242055744e-4,0.0015715485904365778
26.546,39.322,18.707555558946396,10.993666860792372,37.247798919677734,0.008677386057873568,0.0167538465725051
26.593,39.335,18.642636385830965,10.885909253900701,36.41514205932617,0.008491116237233986,0.016433922573924065
26.568,39.333,18.642636385830965,10.885909253900701,37.247798919677734,0.008491116237233986,0.016433922573924065
26.563,39.336,18.6371000289917,10.906000137329102,36.305458068847656,0.008366865944117308,0.016253495961427687
26.59,39.358,18.630888832939995,10.930555661519369,36.41514205932617,0.00824261787864897,0.016086173554261524
26.53,39.332,18.74020004272461,10.950000095367432,37.247798919677734,0.008059935038909316,0.015841031912714243
2.958,39.126,19.553454312411223,12.609454501758922,36.97956848144531,5.210710752924734e-4,0.0015694991346787322
2.961,39.138,19.553454312411223,12.609454501758922,36.97956848144531,5.210710752924734e-4,0.0015694991346787322
2.978,39.169,19.52854520624334,12.63309097290039,36.99774932861328,5.193062190135771e-4,0.0015769978794692593
2.978,39.205,19.524899673461913,12.646800136566162,36.99774932861328,5.211600102484227e-4,0.001605575904250145
2.929,39.13,19.55672697587447,12.59618178280917,36.97956848144531,5.229885732247071e-4,0.0015866333322430198
2.924,39.133,19.55672697587447,12.59618178280917,36.97956848144531,5.229885732247071e-4,0.0015866333322430198
8.085,40.362,18.745000145652078,11.348545334555887,37.641334533691406,6.947294962380759e-4,0.0028549872804433107
8.084,40.361,18.764000129699706,11.388999843597412,37.641334533691406,6.802285584853962e-4,0.0028294313000515104
8.233,40.569,18.48633321126302,11.36011102464464,37.66645431518555,7.695137691270146e-4,0.0031085633931474555
8.23,40.569,18.48633321126302,11.36011102464464,37.66645431518555,7.695137691270146e-4,0.0031085633931474555
8.185,39.113,18.8841816295277,11.201454422690652,37.56618881225586,5.244970512153072e-4,0.0021981377980079164
8.16,39.109,18.890099716186523,11.208899879455567,37.549869537353516,5.221746396273375e-4,0.0021940908045507967
8.132,39.087,18.894454262473367,11.214181726629084,37.549869537353516,5.213458948260682e-4,0.002205614392137663
8.138,39.085,18.894454262473367,11.214181726629084,37.549869537353516,5.213458948260682e-4,0.002205614392137663
8.147,39.076,18.886272603815254,11.220909031954678,37.54766845703125,5.1772847390649e-4,0.0022289559393274512
8.149,39.065,18.87679977416992,11.225199890136718,37.54766845703125,5.190875090193003e-4,0.002254748751875013
4.1,40.085,19.177499771118164,12.732100009918213,37.385555267333984,7.618705974891781e-4,0.003074888582341373
4.096,40.085,19.177499771118164,12.732100009918213,37.385555267333984,7.618705974891781e-4,0.003074888582341373
4.08,40.091,19.177499771118164,12.732100009918213,37.37805938720703,7.618705974891781e-4,0.003074888582341373
4.094,40.074,19.17549991607666,12.702125072479248,37.366703033447266,7.346766069531441e-4,0.0029503247351385653
4.033,40.069,19.219110912746853,12.720222155253092,37.356441497802734,7.046929353641139e-4,0.002748827294756969
4.125,40.059,19.15644433763292,12.775888866848415,37.366703033447266,7.298583255356385e-4,0.0030158020349012483
3.231,42.245,16.92549991607666,10.723399925231934,37.73844909667969,0.0025831097271293403,0.006468016561120749
3.237,42.247,16.92390910061923,10.673727208917791,37.73844909667969,0.0025928802364929156,0.006496013861826875
3.311,42.313,16.942300224304198,10.397499942779541,37.737064361572266,0.002566106175072491,0.006574751948937774
3.308,42.292,16.940778096516926,10.457333246866861,37.737064361572266,0.002567384055712157,0.006539925932884216
3.28,42.333,16.841555913289387,10.510666635301378,37.737064361572266,0.00265522045083344,0.0066144695608980125
3.309,42.324,16.919900321960448,10.323799991607666,37.737064361572266,0.0025886704679578543,0.00661424552090466
2.318,39.589,19.647363662719727,12.914181795987217,37.10311508178711,5.737527654590932e-4,0.0016326177441938357
2.337,39.599,19.6507999420166,12.91609992980957,37.12886047363281,5.737943283747882e-4,0.0016338419634848833
2.327,39.586,19.644500096638996,12.907583316167196,37.10311508178711,5.728682881454006e-4,0.0016304556338582188
2.31,39.574,19.63954561406916,12.905454548922451,37.0842399597168,5.724116397852248e-4,0.0016205957032401454
2.361,39.61,19.664800071716307,12.94359998703003,37.12886047363281,5.724998482037336e-4,0.0016345003852620721
2.349,39.563,19.634909196333453,12.912000049244273,37.071868896484375,5.703851929865777e-4,0.0016090846514667976
1.159,38.979,19.53855578104655,12.484555668301052,36.948936462402344,6.059057583721975e-4,0.0019365374852592747
1.166,38.969,19.53855578104655,12.484555668301052,36.948936462402344,6.059057583721975e-4,0.0019365374852592747
1.189,38.956,19.562666787041557,12.493777910868326,36.9665641784668,6.06202358742141e-4,0.0018762815873035127
1.196,38.96,19.562666787041557,12.493777910868326,36.9665641784668,6.06202358742141e-4,0.0018762815873035127
1.207,38.988,19.562666787041557,12.493777910868326,36.9665641784668,6.06202358742141e-4,0.0018762815873035127
1.215,38.989,19.569875240325928,12.493375182151794,36.9665641784668,6.057797581888735e-4,0.0018446488393237814
29.031,36.557,21.67322243584527,11.639444351196289,39.216064453125,0.003993362058988876,0.008089955275257429
29.034,36.578,21.66210021972656,11.682399940490722,39.216064453125,0.004029546421952546,0.008122107293456794
29.029,36.604,21.649666680230034,11.770555390252007,39.21605682373047,0.004250136100583606,0.008319971410350667
29.042,36.619,21.649666680230034,11.770555390252007,39.21605682373047,0.004250136100583606,0.008319971410350667
29.028,36.596,21.6371000289917,11.714399814605713,39.21605682373047,0.004256209544837475,0.008336652955040335
29.063,36.618,21.65387511253357,11.817124843597412,39.21605682373047,0.004214956774376333,0.00829682283801958
1.481,38.788,19.624299812316895,12.635800075531005,36.94309997558594,5.945091601461172e-4,0.0016210181755013763
1.481,38.799,19.624299812316895,12.635800075531005,36.94309997558594,5.945091601461172e-4,0.0016210181755013763
1.479,38.803,19.62527257745916,12.632454612038352,36.94309997558594,5.911287946880541e-4,0.0016155618835579264
1.48,38.796,19.624299812316895,12.635800075531005,36.94309997558594,5.945091601461172e-4,0.0016210181755013763
1.485,38.787,19.62772716175426,12.637181888927113,36.94309997558594,5.902844714000821e-4,0.0016157216900451617
1.479,38.804,19.62527257745916,12.632454612038352,36.94309997558594,5.911287946880541e-4,0.0016155618835579264
3.16,39.956,19.398666699727375,12.799916664759317,37.28463363647461,5.579244413335497e-4,0.0014838946614569675
3.135,39.946,19.403800010681152,12.830699920654297,37.28463363647461,5.586722458247095e-4,0.001488260633777827
3.172,39.959,19.398666699727375,12.799916664759317,37.28887176513672,5.579244413335497e-4,0.0014838946614569675
3.192,39.956,19.388599967956544,12.755100059509278,37.28887176513672,5.552594491746276e-4,0.0014713868964463471
3.198,39.943,19.388599967956544,12.755100059509278,37.28887176513672,5.552594491746276e-4,0.0014713868964463471
9.131,44.36,18.719749927520752,12.577874898910522,38.10386657714844,3.721237044373993e-4,0.0023610537755303085
9.126,44.362,18.718857084001815,12.55242851802281,38.10386657714844,3.7017719504157346e-4,0.0023605014929281814
9.092,44.371,18.730249881744385,12.50849997997284,38.10386657714844,3.703988440975081e-4,0.002352513954974711
9.107,44.367,18.730249881744385,12.50849997997284,38.10386657714844,3.703988440975081e-4,0.002352513954974711
9.077,44.375,18.730249881744385,12.50849997997284,38.1074104309082,3.703988440975081e-4,0.002352513954974711
9.053,44.378,18.73937487602234,12.541749954223633,38.1074104309082,3.655897016869858e-4,0.0023189370112959296
28.079,37.021,20.90600037574768,11.016625046730042,39.22555923461914,0.0023696098069194704,0.0037338689726311713
28.114,37.022,20.924428939819336,11.168000085013253,39.22909164428711,0.002405475193102445,0.003786877529429538
28.161,37.029,20.92957169669015,11.369142941066197,39.22909164428711,0.0024807375656174763,0.003956837945484689
28.137,37.031,20.92957169669015,11.369142941066197,39.22909164428711,0.0024807375656174763,0.003956837945484689
28.055,37.024,20.895714623587473,10.963571548461914,39.22555923461914,0.002348588280645864,0.0036907959396817853
28.108,37.013,20.90600037574768,11.016625046730042,39.22909164428711,0.0023696098069194704,0.0037338689726311713
24.752,37.583,19.164583206176758,10.452083349227905,37.244667053222656,6.189999548951164e-4,0.0029879390300872424
24.65,37.605,19.118000030517578,10.481090892444957,36.61431121826172,6.139801381240514e-4,0.0028928094120188193
24.674,37.6,19.132600021362304,10.472399997711182,37.04808807373047,6.136508425697684e-4,0.002897304203361273
24.739,37.633,19.125545328313653,10.520909135991877,37.04808807373047,6.201879798688672e-4,0.0030913098545914345
24.705,37.629,19.136999893188477,10.473799991607667,37.04808807373047,6.159033800940961e-4,0.0029886845499277116
24.68,37.609,19.13645449551669,10.478818199851297,37.04808807373047,6.144294324754314e-4,0.0029366719536483288
26.823,35.879,19.90599994659424,9.172500038146973,39.00912857055664,5.708673212211579e-4,0.00160477893659845
26.823,35.875,19.90599994659424,9.172500038146973,39.00912857055664,5.708673212211579e-4,0.00160477893659845
27.236,35.868,20.14909973144531,9.207399940490722,39.117584228515625,5.943372787442058e-4,0.001681762863881886
27.238,35.861,20.16227254000577,9.201454509388316,39.117584228515625,5.957107641734183e-4,0.0016885069833899086
27.207,35.828,20.194374799728394,9.302374958992004,39.11472702026367,5.914634020882659e-4,0.001675519408308901
27.239,35.83,20.22709083557129,9.258909052068537,39.11472702026367,5.949251406656748e-4,0.0016943812793628736
29.617,36.151,21.79977756076389,11.98088879055447,39.235843658447266,0.0014584241564282114,0.003141182138481074
29.662,36.141,21.81922213236491,12.192222171359592,39.235843658447266,0.0015512853343453673,0.0032407015613797638
29.639,36.182,21.764833450317383,12.352333227793375,39.23505401611328,0.0015897041497131188,0.003258224770737191
29.629,36.163,21.7714999516805,12.046499888102213,39.235843658447266,0.0015294540983935196,0.003212224032419423
29.605,36.188,21.7591427394322,12.018571308680944,39.23505401611328,0.0015328704944944807,0.0032297934272459577
29.63,36.152,21.81977759467231,11.990666601392958,39.235843658447266,0.0014951785819398032,0.0031879475185026727
24.615,36.754,19.527090592817828,10.188272736289285,37.747459411621094,5.952285719104111e-4,0.0015988396692343733
24.634,36.744,19.519099617004393,10.089900016784668,37.85128402709961,5.955722066573798e-4,0.0015882106148637832
24.658,36.748,19.50274960199992,10.03933334350586,37.85128402709961,5.963896013175448e-4,0.0016034503836029519
24.667,36.751,19.50274960199992,10.03933334350586,37.8740348815918,5.963896013175448e-4,0.0016034503836029519
24.548,36.755,19.530299758911134,10.224199962615966,37.67635726928711,5.949665035586804e-4,0.0016003684722818434
24.547,36.707,19.5584997177124,10.241299915313721,37.72199249267578,5.93128363834694e-4,0.0015723559889011085
15.743,39.932,20.50119972229004,13.758799934387207,37.89151382446289,4.1449560085311533e-4,0.0013595696538686753
15.732,39.943,20.488333066304524,13.6924999554952,37.89151382446289,4.135871179945146e-4,0.0013578378905852635
15.699,39.991,20.36099978855678,13.204714093889509,37.89151382446289,4.108097429187702e-4,0.001353066963409739
15.674,40.017,20.37239990234375,13.226199722290039,NA,4.0945663931779563e-4,0.0013500927248969673
15.66,40.038,20.37239990234375,13.226199722290039,37.889957427978516,4.0945663931779563e-4,0.0013500927248969673
15.65,40.038,20.37239990234375,13.226199722290039,37.889957427978516,4.0945663931779563e-4,0.0013500927248969673
3.22,42.049,17.080249786376953,10.59974992275238,37.7664794921875,0.0027247178077232093,0.006741213088389486
3.225,42.044,17.080249786376953,10.59974992275238,37.7664794921875,0.0027247178077232093,0.006741213088389486
3.227,42.041,17.080249786376953,10.59974992275238,37.7664794921875,0.0027247178077232093,0.006741213088389486
3.225,42.042,17.080249786376953,10.59974992275238,37.7664794921875,0.0027247178077232093,0.006741213088389486
3.225,42.043,17.080249786376953,10.59974992275238,37.7664794921875,0.0027247178077232093,0.006741213088389486
3.223,42.049,17.080249786376953,10.59974992275238,37.7664794921875,0.0027247178077232093,0.006741213088389486
3.186,42.1,17.034374713897705,10.725250124931335,37.76041793823242,0.0026135137595701963,0.006534630840178579
3.189,42.096,17.044856752668107,10.744857243129186,37.76041793823242,0.0026279653954718795,0.006554705024297748
3.195,42.087,17.061124563217163,10.725625038146973,37.76041793823242,0.0026909248263109475,0.006700978905428201
3.197,42.085,17.061124563217163,10.725625038146973,37.76041793823242,0.0026909248263109475,0.006700978905428201
3.205,42.073,17.080249786376953,10.59974992275238,37.7664794921875,0.0027247178077232093,0.006741213088389486
3.21,42.067,17.080249786376953,10.59974992275238,37.7664794921875,0.0027247178077232093,0.006741213088389486
18.507,40.144,18.68828582763672,13.147999899727958,38.51130676269531,7.051645744858044e-4,0.004480956288586769
18.516,40.137,18.698000192642212,13.0746248960495,38.51130676269531,7.031337809166871e-4,0.0044535080378409475
18.517,40.133,18.698000192642212,13.0746248960495,38.51130676269531,7.031337809166871e-4,0.0044535080378409475
18.518,40.111,18.698000192642212,13.0746248960495,38.51130676269531,7.031337809166871e-4,0.0044535080378409475
18.52,40.106,18.698000192642212,13.0746248960495,38.51130676269531,7.031337809166871e-4,0.0044535080378409475
18.51,40.099,18.68614305768694,13.132857050214495,38.51130676269531,6.921081221662462e-4,0.004290475875937513
17.895,40.247,19.074499766031902,13.675666809082031,38.5796012878418,5.536783234371493e-4,0.0014566210253785055
17.902,40.242,19.074499766031902,13.675666809082031,38.5796012878418,5.536783234371493e-4,0.0014566210253785055
17.906,40.237,19.074499766031902,13.675666809082031,38.5796012878418,5.536783234371493e-4,0.0014566210253785055
17.918,40.212,19.01687479019165,13.667500138282776,NA,5.521061684703454e-4,0.0014726578956469893
17.917,40.198,19.01687479019165,13.667500138282776,NA,5.521061684703454e-4,0.0014726578956469893
17.918,40.193,19.0137141091483,13.66100011553083,NA,5.492484446481935e-4,0.001476401712612382
24.327,39.333,18.722916920979817,12.100749890009562,34.073970794677734,5.830904847243801e-4,0.0016107646030529092
24.329,39.345,18.716900253295897,12.143899917602539,33.99009704589844,5.851723253726959e-4,0.0016122612403705716
24.334,39.358,18.716900253295897,12.143899917602539,34.01456832885742,5.851723253726959e-4,0.0016122612403705716
24.331,39.37,18.704583644866943,12.172333240509033,33.99009704589844,5.872321877783785e-4,0.0016147398370473336
24.322,39.368,18.71254574168812,12.177454428239303,33.99009704589844,5.852405500428921e-4,0.0016114751025187697
24.331,39.367,18.704583644866943,12.172333240509033,33.99009704589844,5.872321877783785e-4,0.0016147398370473336
9.158,44.315,18.754666646321613,12.46488889058431,38.10025405883789,3.7700556438519724e-4,0.002369270789333516
9.162,44.316,18.754666646321613,12.46488889058431,38.10025405883789,3.7700556438519724e-4,0.002369270789333516
9.165,44.316,18.754666646321613,12.46488889058431,38.10025405883789,3.7700556438519724e-4,0.002369270789333516
9.166,44.313,18.754666646321613,12.46488889058431,38.10025405883789,3.7700556438519724e-4,0.002369270789333516
9.781,40.876,18.680727351795543,12.160272684964267,37.972652435302734,5.37534662395377e-4,0.0014172698561610146
9.778,40.873,18.67820014953613,12.176099967956542,37.972652435302734,5.473694385727867e-4,0.001420707197394222
9.743,40.913,18.63183339436849,12.13183331489563,37.97262954711914,5.834756714951558e-4,0.0014238835913905252
9.738,40.911,18.641454696655273,12.163181825117631,37.97262954711914,5.852598987985402e-4,0.0014260430947284806
9.716,40.902,18.618727423928,12.309454571117055,37.97262954711914,5.940175906289369e-4,0.0014303716492246497
17.789,40.722,18.5841429574149,13.22371428353446,38.418094635009766,0.0010317569166155799,0.004414129004414592
17.796,40.719,18.5841429574149,13.22371428353446,38.418094635009766,0.0010317569166155799,0.004414129004414592
17.806,40.716,18.5841429574149,13.22371428353446,38.418094635009766,0.0010317569166155799,0.004414129004414592
17.799,40.719,18.5841429574149,13.22371428353446,38.418094635009766,0.0010317569166155799,0.004414129004414592
17.812,40.714,18.5841429574149,13.22371428353446,38.418094635009766,0.0010317569166155799,0.004414129004414592
17.827,40.707,18.589889102511936,13.198999934726292,38.418094635009766,0.0010256568720150325,0.004563341745071941
15.544,42.227,18.55027268149636,13.223454562100498,37.7237434387207,7.237923246893016e-4,0.0015523380345918915
15.746,42.223,18.55500013178045,12.983363585038619,37.79609298706055,6.511816966601393e-4,0.0015423780053176663
15.751,42.225,18.553400230407714,12.94419994354248,37.81856155395508,6.422990467399359e-4,0.0015502215712331236
34.91514,32.61921,22.9673334757487,11.608500162760416,38.77446365356445,0.006706407992169261,0.015013651611904303
34.94961,32.81962,22.876749992370605,11.816750168800354,38.82469177246094,0.006138591270428151,0.012298450921662152
35.07617,33.04638,22.762749910354614,11.693374991416931,38.87502670288086,0.006390664842911065,0.011523511377163231
34.86692,32.41672,22.966500282287598,11.695749998092651,38.68754196166992,0.009892180329188704,0.022890725638717413
13.76469,44.90025,17.19033368428548,15.765666643778482,35.86796188354492,0.006885804028974639,0.02454565279185772
13.79089,44.9017,17.17300033569336,15.723199939727783,35.86796188354492,0.006885206326842308,0.024746948666870595
13.71567,44.9403,17.214750289916992,15.837499856948853,35.33290481567383,0.007723838498350233,0.02685219096019864
13.7148,44.9163,17.266555786132813,15.84333324432373,35.37890625,0.007374458687586917,0.02582794510655933
13.75298,44.88691,17.217700386047362,15.779500007629395,35.86796188354492,0.0067786503117531535,0.024178957752883434
13.78153,44.91356,17.186778174506294,15.759888860914442,35.86796188354492,0.007005167659372091,0.02510640149315198
13.74838,44.93402,17.174667040507,15.787833213806152,35.33290481567383,0.007316054233039419,0.025928327813744545
13.80918,44.85758,17.126700401306152,15.64099998474121,35.86796188354492,0.006732562091201544,0.024472633749246596
13.80915,44.85648,17.126700401306152,15.64099998474121,35.86796188354492,0.006732562091201544,0.024472633749246596
13.81704,44.85674,17.09222263760037,15.60633330874973,35.86796188354492,0.006680572043276495,0.02435469130674998
13.8291,44.85301,17.066875457763672,15.564625024795532,35.86796188354492,0.006591707351617515,0.024096350418403745
15.56358,43.66942,18.021636269309305,12.079909151250666,38.036231994628906,0.002231809501112862,0.00516253426163034
15.48009,43.85231,17.498909169977363,13.437454483725809,37.89436721801758,0.002845187121155587,0.00543690582906658
15.44273,43.69547,18.10391664505005,12.226250092188517,37.996009826660156,0.0022622787510044873,0.004885076894424856
15.37992,43.73887,18.1104998588562,12.369833389918009,37.94943618774414,0.0022611014622574053,0.00474745132184277
15.31747,43.76959,18.025454261086203,12.646727388555353,37.885963439941406,0.0025079958140850067,0.004778443539345806
15.38608,43.73489,18.1104998588562,12.369833389918009,37.94943618774414,0.0022611014622574053,0.00474745132184277
15.55584,43.68998,18.00308322906494,12.144083340962728,38.036231994628906,0.0023303841589950025,0.005204038927331567
15.62079,43.77509,17.58711115519206,12.980999946594238,38.04445266723633,0.002649573195311758,0.005585710362841685
15.28649,43.81202,18.096416473388672,12.74050005276998,37.885963439941406,0.0025396456476300955,0.004702331265434623
15.47282,43.88942,17.484636480158027,13.479545419866389,37.89436721801758,0.0028735554607754402,0.005390146408568729
15.46749,43.91093,17.441100120544434,13.585899925231933,37.89436721801758,0.0028569281566888094,0.005381639208644628
17.33153,42.77223,18.863700103759765,12.187100028991699,38.40087127685547,0.005035333149135113,0.013728090096265078
17.34708,42.76898,18.837818319147285,12.15372727134011,38.39812088012695,0.005250231997871941,0.014087356203659014
17.32148,42.78445,18.855909174138848,12.191818237304688,38.40087127685547,0.0052781902592290535,0.014220659113065763
17.4219,42.79141,18.780749956766766,12.36174988746643,38.398128509521484,0.005556848327008386,0.014592300712441405
17.4111,42.79487,18.780749956766766,12.36174988746643,38.39812088012695,0.005556848327008386,0.014592300712441405
17.35969,42.80703,18.817416667938232,12.207333326339722,38.39812088012695,0.00559713152082016,0.014780176493028799
17.74525,42.7034,18.8395832379659,12.437416712443033,38.39889907836914,0.005209579093692203,0.01387190151338776
17.43478,42.78709,18.78472726995295,12.366181720386852,38.398128509521484,0.005321988539600914,0.01416192093694752
17.62165,42.73979,18.870083332061768,12.165666659673056,38.400699615478516,0.004922415304463357,0.013341269145409266
17.46511,42.77649,18.76572730324485,12.435181704434482,38.398128509521484,0.005484048869799484,0.01445358669893308
12.08078,37.98362,19.522599601745604,12.08670015335083,37.43505096435547,5.158380547072739e-4,0.0017143930424936115
13.15419,38.71068,20.01363650235263,13.217545509338379,37.696102142333984,4.99794815285978e-4,0.0017613333395936272
12.77276,38.15865,19.887399673461914,12.811800098419189,37.64924621582031,6.182476121466607e-4,0.0017680658609606325
3.166758,42.47317,16.79940013885498,10.729700088500977,37.67382049560547,0.0031458822311833503,0.007196926791220903
24.98816,35.41562,20.254666646321613,10.795888900756836,NA,5.873945257109073e-4,0.0015654052711195415
25.758577,35.251846,20.29119987487793,10.870100021362305,38.78929138183594,5.773327487986535e-4,0.0015767885837703944
25.739887,35.231754,20.322999954223633,10.990249991416931,38.8191032409668,5.760857602581382e-4,0.0015755405911477283
25.75831,35.251892,20.29119987487793,10.870100021362305,38.78929138183594,5.773327487986535e-4,0.0015767885837703944
24.39293,35.17217,20.476500193277996,9.764833450317383,NA,4.8737430188339204e-4,0.0014286044364174206
24.409021,35.17072,20.476500193277996,9.764833450317383,NA,4.8737430188339204e-4,0.0014286044364174206
24.441713,35.154884,20.46414293561663,9.722857202802386,38.870853424072266,4.87074742393036e-4,0.00142545675459717
24.419214,35.166004,20.46414293561663,9.722857202802386,38.870853424072266,4.87074742393036e-4,0.00142545675459717
24.392876,35.177162,20.483000183105467,9.809600067138671,NA,4.8800306976772847e-4,0.0014302816241979599
24.355742,35.183475,20.56333351135254,9.934166749318441,NA,4.87522323965095e-4,0.0014530385184722643
24.590063,35.008705,20.53070011138916,9.882199954986572,38.95554733276367,4.961916361935437e-4,0.0013906647684052587
24.580944,35.001724,20.541666666666668,9.871249914169312,38.94755172729492,4.971773305442184e-4,0.001388220543352266
24.597233,35.00729,20.538454575972125,9.877181746742941,38.95554733276367,4.967921307649125e-4,0.0013892743630673397
25.758797,35.25428,20.284333123101128,10.863222228156197,38.78929138183594,5.78712458567073e-4,0.0015784729427347581
25.738451,35.230244,20.322999954223633,10.990249991416931,38.8191032409668,5.760857602581382e-4,0.0015755405911477283
25.731836,35.22478,20.322999954223633,10.990249991416931,38.8191032409668,5.760857602581382e-4,0.0015755405911477283
25.019144,35.416767,20.254666646321613,10.795888900756836,38.53438949584961,5.873945257109073e-4,0.0015654052711195415
25.02150683,35.41495036,20.258749961853027,10.82449996471405,38.57602310180664,5.872589536011219e-4,0.0015654934686608613
25.02178779,35.41471135,20.258749961853027,10.82449996471405,38.57602310180664,5.872589536011219e-4,0.0015654934686608613
23.595228,35.232037,20.35949993133545,9.870624899864197,38.666114807128906,5.03006831422681e-4,0.0015202209760900587
23.600225,35.232307,20.35949993133545,9.870624899864197,38.666114807128906,5.03006831422681e-4,0.0015202209760900587
