site,lon,lat,Abudefduf.saxatilis,Anthias.anthias,Apogon.imberbis,Atherina.boyeri,Atherina.spp,Balistes.capriscus,Belone.belone,Belonidae,Boops.boops,Caranx.crysos,Cheilodipterus.novemstriatus,Chelon.labrosus,Chromis.chromis,Clupeidae,Conger.conger,Coris.julis,Ctenolabrus.rupestris,Dactylopterus.volitans,Dasyatis.pastinaca,Dentex.dentex,Dicentrarchus.labrax,Dicentrarchus.punctatus,Diplodus.annularis,Diplodus.cervinus,Diplodus.puntazzo,Diplodus.sargus,Diplodus.vulgaris,Epinephelus.aeneus,Epinephelus.caninus,Epinephelus.costae,Epinephelus.marginatus,Fistularia.commersonii,Gobius.auratus,Gobius.bucchichi,Gobius.cobitis,Gobius.cruentatus,Gobius.geniporus,Gobius.paganellus,Gobius.vittatus,Gobius.xanthocephalus,Herklotsichthys.punctatus,Labridae,Labrus.merula,Labrus.mixtus,Labrus.viridis,Lagocephalus.sceleratus,Lichia.amia,Lithognathus.mormyrus,Liza.aurata,Mugil.cephalus,Mullus.barbatus,Mullus.surmuletus,Muraena.helena,Mycteroperca.rubra,Myliobatis.aquila,Oblada.melanura,Oedalechilus.labeo,Pagellus.acarne,Pagrus.caeruleostictus,Pagrus.pagrus,Parablennius.gattorugine,Parablennius.incognitus,Parablennius.pilicornis,Parablennius.rouxi,Parablennius.sanguinolentus,Parablennius.tentacularis,Parablennius.zvonimiri,Parupeneus.forsskali,Pempheris.vanicolensis,Phycis.phycis,Plotosus.lineatus,Pomadasys.incisus,Pomatomus.saltatrix,Pomatoschistus.quagga,Pseudocaranx.dentex,Pteragogus.pelycus,Pterois.miles,Sardina.pilchardus,Sargocentron.rubrum,Sarpa.salpa,Scartella.cristata,Scarus.ghobban,Sciaena.umbra,Scorpaena.maderensis,Scorpaena.notata,Scorpaena.porcus,Scorpaena.scrofa,Seriola.dumerili,Serranus.cabrilla,Serranus.hepatus,Serranus.scriba,Siganus.luridus,Siganus.rivulatus,Sparisoma.cretense,Sparus.aurata,Sphyraena.chrysotaenia,Sphyraena.sphyraena,Sphyraena.viridensis,Spicara.maena,Spicara.smaris,Spondyliosoma.cantharus,Stephanolepis.diaspros,Symphodus.cinereus,Symphodus.doderleini,Symphodus.mediterraneus,Symphodus.melanocercus,Symphodus.ocellatus,Symphodus.roissali,Symphodus.rostratus,Symphodus.spp.,Symphodus.tinca,Synodus.saurus,Taeniura.grabata,Thalassoma.pavo,Torquigener.flavimaculosus,Trachinotus.ovatus,Trachinus.draco,Trachurus.mediterraneus,Tripterygion.delaisi,Tripterygion.melanurus,Tripterygion.tripteronotus,Trisopterus.minutus
AYVALIK,26.593,39.335,0,0,0,0,0,0,0,0,0,0,0,0,272,0,0,12,0,0,0,0,0,0,3,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,4,0,1,0,15,0,0,0,0,0,0,0,0,0,0,0
Banyuls,3.166758,42.47317,0,0,0,0,0,0,0,0,0,0,0,0,780,0,0,246,1,0,0,0,0,0,1,1,4,22,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,18,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,1,0,25,0,3,0,0,0,0,0,0,0,1,0,0,0,3,1,8,7,64,31,2,0,15,0,0,1,0,0,0,0,0,0,0,0
Banyuls port,3.166758,42.47317,0,0,0,0,0,0,0,0,0,0,0,0,1299,0,0,127,0,0,0,0,0,0,0,0,0,17,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,23,0,0,0,100,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0
Banyuls_Unknown,3.166758,42.47317,0,0,0,400,0,0,0,0,0,0,0,0,329,0,0,433,0,0,0,3,0,1,3,0,0,116,21,0,0,0,0,0,0,0,0,0,0,0,0,314,0,0,4,0,2,0,0,0,0,5,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,521,0,0,0,0,0,14,0,0,0,0,0,0,0,0,30,0,0,0,0,0,42,0,0,0,0,0,0,0,1,0,9,2,38,4,7,0,46,0,0,0,0,0,0,0,0,0,0,0
Beach at next bay over from Banyuls,3.166758,42.47317,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,370,0,0,0,2,0,0,3,0,0,8,29,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,22,0,0,0,91,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,4,5,163,2,1,0,19,0,0,0,0,0,0,0,0,0,0,0
Behind the marina,3.166758,42.47317,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,51,0,0,0,0,1,0,0,0,0,6,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Brijuni,13.7148,44.9163,0,0,0,0,0,0,0,0,0,0,0,0,531,0,0,23,0,0,0,7,0,0,0,0,0,9,68,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Brijuni,13.71567,44.9403,0,0,0,0,0,0,0,0,0,0,0,0,151,0,0,16,0,0,0,5,0,0,0,0,2,8,24,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brijuni,13.74838,44.93402,0,0,0,580,0,0,0,0,0,0,0,0,2943,0,0,30,0,0,0,0,0,0,0,0,2,5,22,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,314,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,1,0,0,68,0,0,0,0,0,0,0,0,1,0,0
Brijuni,13.75298,44.88691,0,0,0,0,0,0,0,0,0,0,0,0,1031,0,0,79,0,0,0,2,0,0,0,0,3,39,110,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,29,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0
Brijuni,13.76469,44.90025,0,0,0,0,0,0,0,0,0,0,0,0,374,0,0,24,0,0,0,2,0,0,6,0,0,1,106,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0
Brijuni,13.78153,44.91356,0,0,0,100,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,6,0,0,0,0,2,12,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
Brijuni,13.79089,44.9017,0,0,0,0,0,0,0,0,0,0,0,0,2260,0,0,40,0,0,0,1,0,0,8,0,6,12,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,21,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brijuni,13.80915,44.85648,0,0,0,0,0,0,0,0,0,0,0,0,2461,0,0,108,0,0,0,0,0,0,0,0,3,4,77,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,49,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,1,0,0,0,20,0,0,0,1,0,0,0,0,11,6,0,0,1,9,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0
Brijuni,13.80918,44.85758,0,0,0,1200,0,0,0,0,0,0,0,0,1171,0,0,121,0,0,0,0,0,0,0,0,2,4,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,0,0,0,0,0,0,0,0,0,0,23,0,0,0,2,0,0,0,0,0,6,0,0,0,4,2,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0
Brijuni,13.81704,44.85674,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,53,0,0,0,2,0,0,7,0,14,13,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,1,21,0,0,0,3,0,0,0,0,0,9,0,1,0,0,0,0,0,3,0,23,0,0,0,0,0,0,0,0,0,0,0
Brijuni,13.8291,44.85301,0,0,0,0,0,0,0,0,28,0,0,0,1508,0,0,89,0,0,0,0,0,0,2,0,3,3,108,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,81,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,8,2,21,0,0,0,1,0,0,0,0,0,3,0,2,0,4,0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
CABRERA,2.924,39.133,0,0,0,0,0,0,0,0,0,0,0,0,205,0,0,72,0,0,0,0,0,0,1,0,0,3,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,90,3,2,0,24,0,0,21,0,0,0,0,0,0,0,0
CABRERA,2.929,39.13,0,0,0,25,0,0,0,0,170,0,0,0,270,0,0,56,0,0,0,0,0,0,0,0,1,14,10,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,1,0,0,8,0,0,0,5,0,26,5,1,0,28,0,0,18,0,0,0,0,0,0,0,0
CABRERA,2.958,39.126,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,70,0,0,0,0,0,0,0,0,2,5,23,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,1,0,0,1,9,0,8,1,0,0,5,0,0,56,0,0,0,0,0,0,0,0
CABRERA,2.961,39.138,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,36,0,0,0,0,0,0,0,0,0,3,35,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,1,0,0,0,0,0,1,0,14,0,0,0,0,0,0,4,0,0,3,0,0,0,1,1,20,0,0,0,9,0,0,6,0,0,0,0,0,0,0,0
CABRERA,2.978,39.169,0,0,0,0,0,0,0,0,0,0,0,0,116,0,0,69,0,0,0,0,0,0,0,0,2,9,16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,1,0,10,0,0,0,7,0,0,14,0,0,0,0,0,0,0,0
CABRERA,2.978,39.205,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,21,0,0,0,1,0,0,0,0,1,8,49,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,4,0,0,0,4,1,7,2,0,0,13,0,0,58,0,0,0,0,0,0,0,0
CAP DE CREUS,3.231,42.245,0,0,0,0,0,0,0,0,0,0,0,0,477,0,0,68,1,0,0,0,0,0,0,0,0,39,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,20,0,0,0,0,8,0,45,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0
CAP DE CREUS,3.237,42.247,0,0,1,0,0,0,0,0,0,0,0,0,10,0,1,76,0,0,0,1,0,0,0,0,0,20,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,99,5,2,0,15,0,0,12,0,0,0,0,0,0,0,0
CAP DE CREUS,3.28,42.333,0,0,0,0,0,0,0,0,0,0,0,0,290,0,0,36,0,0,0,1,0,0,0,0,1,139,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,6,0,0,0,4,0,0,0,0,0,10,0,0,0,3,0,1,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0
CAP DE CREUS,3.308,42.292,0,0,0,0,0,0,0,0,0,0,0,0,550,0,0,102,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,19,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0
CAP DE CREUS,3.309,42.324,0,0,0,0,0,0,0,0,0,0,0,4,315,0,0,53,0,0,0,0,1,0,0,0,0,81,14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,13,0,1,0,10,0,0,0,0,0,0,0,0,0,0,0
CAP DE CREUS,3.311,42.313,0,0,0,0,0,0,0,0,60,0,0,0,200,0,0,63,0,0,0,0,0,0,0,1,0,43,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,2,0,0,0,0,0,0,0,80,0,2,0,0,0,3,4,4,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0
CAPO CACCIA,8.084,40.361,0,0,0,0,0,0,0,0,200,0,0,0,150,0,0,99,0,0,0,0,0,0,0,0,1,38,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,2,0,3,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,5,2,0,0,0,0,11,0,0,2,0,0,0,0,0,0,0,0
CAPO CACCIA,8.085,40.362,0,0,3,0,0,0,0,0,0,0,0,0,545,0,0,163,0,0,0,0,0,0,1,0,0,55,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,1,0,18,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,3,1,2,0,11,0,0,10,0,0,0,0,1,0,0,1
CAPO CACCIA,8.23,40.569,0,0,24,0,0,0,0,0,0,0,0,0,945,0,0,98,0,0,0,0,0,0,2,0,1,33,41,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25,0,0,1,0,0,0,0,0,14,0,1,0,0,0,0,0,0,0,20,0,0,0,0,0,1,1,5,1,0,0,35,0,0,3,0,0,0,0,2,0,1,0
CAPO CACCIA,8.233,40.569,0,0,5,0,0,0,0,0,0,0,0,0,790,0,0,119,0,0,0,1,0,0,1,0,1,44,68,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,13,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,6,2,23,0,1,0,45,0,0,0,0,0,0,0,2,1,0,0
CARLOFORTE,8.132,39.087,0,0,2,0,0,0,0,0,0,0,0,0,400,0,0,51,0,0,0,0,0,0,3,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,7,0,0,0,0,0,0,0,54,0,0,0,0,1,5,4,8,4,9,0,27,0,0,27,0,0,0,0,0,0,0,0
CARLOFORTE,8.138,39.085,0,0,3,0,0,0,0,0,10,0,0,0,290,0,0,105,0,0,0,0,0,0,1,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,9,0,5,0,0,0,0,0,0,0,52,0,1,0,0,0,3,3,6,4,2,0,22,0,0,0,0,0,0,0,1,0,0,0
CARLOFORTE,8.147,39.076,0,0,0,0,0,0,0,0,4,0,0,0,170,0,0,92,0,0,0,0,0,0,2,0,1,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,10,0,3,0,0,0,0,0,0,0,40,0,2,0,0,3,2,3,2,7,3,0,40,0,0,9,0,0,0,0,1,0,0,0
CARLOFORTE,8.149,39.065,0,0,0,0,0,0,0,0,0,0,0,0,170,0,0,49,0,0,0,0,0,0,2,0,5,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,2,0,0,0,0,12,4,4,13,25,4,0,42,0,0,12,0,0,0,0,2,0,0,0
CARLOFORTE,8.16,39.109,0,0,0,0,0,0,0,0,35,0,0,0,450,0,0,64,0,0,0,0,0,0,0,0,2,12,37,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,11,0,6,0,0,0,0,0,0,0,12,0,4,0,0,0,3,5,0,1,2,0,11,0,0,81,0,0,0,0,0,0,0,0
CARLOFORTE,8.185,39.113,0,0,0,0,0,0,0,0,0,0,0,0,440,0,0,89,0,0,0,0,0,0,6,0,0,6,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,12,0,9,0,0,0,0,0,0,0,0,0,2,0,0,4,3,2,59,4,7,0,109,0,0,0,0,0,0,0,2,0,0,0
CAVALLERIA,4.033,40.069,0,0,0,0,0,0,0,0,100,0,0,0,275,0,0,12,0,0,0,0,0,0,0,0,0,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,25,1,0,0,21,0,0,7,0,0,0,0,0,0,0,0
CAVALLERIA,4.08,40.091,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,21,0,0,0,0,0,0,0,0,0,3,11,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,0,0,20,0,0,17,0,0,0,0,0,0,0,0
CAVALLERIA,4.094,40.074,0,0,0,0,0,0,0,0,2,0,0,0,410,0,0,13,0,0,0,0,0,0,5,0,0,1,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,25,9,1,0,13,0,0,2,0,0,0,0,0,0,0,0
CAVALLERIA,4.096,40.085,0,0,0,0,0,0,0,0,0,0,0,0,400,0,0,17,0,0,0,0,0,0,0,0,0,16,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,4,1,6,4,0,0,14,0,0,0,0,0,0,0,0,0,0,0
CAVALLERIA,4.1,40.085,0,0,0,0,0,0,0,0,0,0,0,0,495,0,0,9,0,0,0,0,0,0,0,0,1,13,16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,3,2,32,2,0,0,64,0,0,10,0,0,0,0,0,0,0,0
CAVALLERIA,4.125,40.059,0,0,0,0,0,0,0,0,0,0,0,0,260,0,0,32,0,0,0,0,0,0,0,0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,8,0,0,1,0,0,0,0,0,0,0,0
