site,lon,lat,Abudefduf.saxatilis,Anthias.anthias,Apogon.imberbis,Atherina.boyeri,Atherina.spp,Balistes.capriscus,Belone.belone,Belonidae,Boops.boops,Caranx.crysos,Cheilodipterus.novemstriatus,Chelon.labrosus,Chromis.chromis,Clupeidae,Conger.conger,Coris.julis,Ctenolabrus.rupestris,Dactylopterus.volitans,Dasyatis.pastinaca,Dentex.dentex,Dicentrarchus.labrax,Dicentrarchus.punctatus,Diplodus.annularis,Diplodus.cervinus,Diplodus.puntazzo,Diplodus.sargus,Diplodus.vulgaris,Epinephelus.aeneus,Epinephelus.caninus,Epinephelus.costae,Epinephelus.marginatus,Fistularia.commersonii,Gobius.auratus,Gobius.bucchichi,Gobius.cobitis,Gobius.cruentatus,Gobius.geniporus,Gobius.paganellus,Gobius.vittatus,Gobius.xanthocephalus,Herklotsichthys.punctatus,Labridae,Labrus.merula,Labrus.mixtus,Labrus.viridis,Lagocephalus.sceleratus,Lichia.amia,Lithognathus.mormyrus,Liza.aurata,Mugil.cephalus,Mullus.barbatus,Mullus.surmuletus,Muraena.helena,Mycteroperca.rubra,Myliobatis.aquila,Oblada.melanura,Oedalechilus.labeo,Pagellus.acarne,Pagrus.caeruleostictus,Pagrus.pagrus,Parablennius.gattorugine,Parablennius.incognitus,Parablennius.pilicornis,Parablennius.rouxi,Parablennius.sanguinolentus,Parablennius.tentacularis,Parablennius.zvonimiri,Parupeneus.forsskali,Pempheris.vanicolensis,Phycis.phycis,Plotosus.lineatus,Pomadasys.incisus,Pomatomus.saltatrix,Pomatoschistus.quagga,Pseudocaranx.dentex,Pteragogus.pelycus,Pterois.miles,Sardina.pilchardus,Sargocentron.rubrum,Sarpa.salpa,Scartella.cristata,Scarus.ghobban,Sciaena.umbra,Scorpaena.maderensis,Scorpaena.notata,Scorpaena.porcus,Scorpaena.scrofa,Seriola.dumerili,Serranus.cabrilla,Serranus.hepatus,Serranus.scriba,Siganus.luridus,Siganus.rivulatus,Sparisoma.cretense,Sparus.aurata,Sphyraena.chrysotaenia,Sphyraena.sphyraena,Sphyraena.viridensis,Spicara.maena,Spicara.smaris,Spondyliosoma.cantharus,Stephanolepis.diaspros,Symphodus.cinereus,Symphodus.doderleini,Symphodus.mediterraneus,Symphodus.melanocercus,Symphodus.ocellatus,Symphodus.roissali,Symphodus.rostratus,Symphodus.spp.,Symphodus.tinca,Synodus.saurus,Taeniura.grabata,Thalassoma.pavo,Torquigener.flavimaculosus,Trachinotus.ovatus,Trachinus.draco,Trachurus.mediterraneus,Tripterygion.delaisi,Tripterygion.melanurus,Tripterygion.tripteronotus,Trisopterus.minutus
KIMOLOS,24.634,36.744,0,0,2,0,0,0,0,0,0,0,0,0,110,0,0,39,0,0,0,0,0,0,0,0,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4,4,1,1,0,5,0,0,42,0,0,0,0,0,0,0,0
KIMOLOS,24.658,36.748,0,0,13,0,0,0,0,0,0,0,0,0,90,0,0,14,0,0,0,0,0,0,0,0,0,0,20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,4,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,12,0,0,50,0,0,0,0,0,0,0,0
KIMOLOS,24.667,36.751,0,0,5,0,0,0,0,0,0,0,0,0,195,0,0,24,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,8,0,0,37,0,0,0,0,0,0,0,0
Kornati,15.28649,43.81202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kornati,15.31747,43.76959,0,0,0,1500,0,0,0,0,0,0,0,0,3998,0,0,162,0,0,0,0,0,3,1,0,3,7,76,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,0,0,0,3,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,42,0,0,66,0,0,0,0,0,0,0,0
Kornati,15.37992,43.73887,0,0,11,0,0,0,0,0,0,0,0,0,530,0,0,116,0,0,0,0,0,0,0,0,5,0,111,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,2,0,27,0,0,0,0,0,0,0,0,0,5,0,1,1,3,2,0,0,1,0,15,0,0,3,0,0,0,0,0,0,0,0
Kornati,15.38608,43.73489,0,0,0,0,0,0,0,0,0,0,0,0,438,0,0,115,0,0,0,0,0,0,10,0,4,7,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,45,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,1,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,3,0,15,0,0,17,0,0,0,0,0,0,0,0
Kornati,15.44273,43.69547,0,0,0,1000,0,0,0,0,1383,0,0,0,10000,0,0,177,0,0,0,0,0,0,7,0,1,0,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,400,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,11,0,0,3,0,0,0,0,0,0,14,0,0,2,10,3,0,0,0,0,55,0,0,22,0,0,0,0,0,0,0,0
Kornati,15.46749,43.91093,0,0,0,0,0,0,0,0,0,0,0,0,1275,0,0,45,0,0,0,0,0,0,2,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,258,0,0,0,1,1,1,1,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
Kornati,15.47282,43.88942,0,0,0,0,0,0,0,0,1526,0,0,0,644,0,0,102,0,0,0,1,0,0,7,0,1,1,106,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1000,7,0,0,0,5,1,0,0,1,0,41,0,0,0,0,0,0,0,0,0,0,0
Kornati,15.48009,43.85231,0,0,0,0,0,0,0,0,0,0,0,0,573,0,0,38,0,0,0,0,0,0,0,0,1,1,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
Kornati,15.55584,43.68998,0,0,0,2100,0,0,0,0,0,0,0,0,620,0,0,219,0,0,0,0,0,0,6,0,0,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,291,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,1,3,0,0,2,2,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0
Kornati,15.56358,43.66942,0,0,8,1,0,0,0,0,1001,0,0,0,4809,0,0,137,0,0,0,0,0,0,3,0,5,1,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,9,0,8,0,0,0,0,0,0,0,4,0,4,0,0,2,10,14,2,0,2,0,24,0,0,10,0,0,0,0,0,0,0,0
Kornati,15.62079,43.77509,0,0,0,0,0,0,0,0,3,0,0,0,4651,0,0,34,0,0,0,2,0,0,3,0,2,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,10,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0
Lampedusa,12.604,35.526,0,0,129,1950,0,0,3,0,1402,6,0,0,5985,0,0,364,0,3,0,0,0,0,19,0,1,37,281,0,0,0,4,2,0,34,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,13,1,0,0,148,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,336,0,0,1,20,0,0,2,31,12,0,14,0,0,342,3,0,0,0,0,0,42,0,0,0,10,1,117,41,10,0,58,0,0,280,0,0,0,0,24,11,7,0
Lampedusa,12.633,35.501,0,0,133,449,0,0,0,0,540,44,0,0,4683,0,0,352,0,2,0,0,1,0,15,0,2,7,103,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,10,5,0,0,37,54,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,298,0,0,0,17,0,6,2,0,2,0,28,0,0,225,0,0,2,0,0,0,18,0,1,0,6,3,41,34,3,0,87,0,0,264,0,0,0,0,13,21,3,0
Linosa,12.87981,35.87009,0,0,21,42,0,0,0,0,2,12,0,0,1560,0,0,45,0,0,0,60,0,0,21,0,0,7,17,0,0,1,26,0,0,8,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,12,0,0,0,27,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227,0,0,0,0,0,8,1,0,12,0,22,3,0,329,0,0,0,0,0,0,1,0,0,0,19,0,0,177,1,0,240,0,0,709,0,33,0,0,6,0,1,0
Linosa,12.879812,35.870092,0,0,1,2,0,0,0,0,0,0,0,0,100,0,0,9,0,0,0,0,0,0,2,0,0,0,1,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,2,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,1,0,0,25,0,0,25,0,0,147,0,0,0,0,1,0,0,0
Malta,14.324,35.943,0,0,135,210,0,0,0,0,1776,0,0,0,4085,0,0,190,0,0,0,0,0,0,14,0,0,28,20,0,0,0,2,0,0,3,0,1,0,0,0,0,0,0,7,0,9,0,0,0,0,6,0,8,0,0,0,42,34,0,0,0,4,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,8,0,0,13,0,0,0,0,4,0,41,9,0,95,0,0,0,40,0,0,8,0,0,8,25,5,95,62,16,0,133,0,0,117,0,0,0,0,17,22,27,0
Malta,14.515,35.906,0,0,214,492,0,0,0,0,566,41,0,0,7247,0,0,436,0,0,0,1,0,0,22,0,1,65,35,0,0,0,8,0,0,26,0,2,0,0,0,0,0,0,11,0,7,0,0,0,0,3,0,17,6,0,0,377,203,0,0,0,3,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,6,0,0,11,0,2,1,9,3,0,67,0,0,122,0,0,0,1,0,0,28,0,1,18,39,1,2340,148,33,0,115,0,0,175,0,0,0,0,9,8,21,0
MARATEA,15.65,40.038,0,0,2,0,0,0,0,0,0,0,0,0,100,0,0,34,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,2,1,0,0,3,1,0,5,1,2,0,13,0,0,5,0,0,0,0,0,0,0,0
MARATEA,15.66,40.038,0,0,10,0,0,0,0,0,0,0,0,0,91,0,0,23,0,0,0,0,0,0,0,0,0,4,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,7,4,1,0,11,0,0,14,0,0,0,0,0,0,0,0
MARATEA,15.674,40.017,0,0,2,0,0,0,0,0,0,0,0,0,80,0,0,36,0,0,0,0,0,0,2,0,0,2,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,8,1,1,0,17,0,0,21,0,0,0,0,0,0,0,0
MARATEA,15.699,39.991,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,26,0,0,0,0,0,0,1,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,1,0,0,1,0,17,0,0,0,0,0,0,0,0,30,1,0,0,2,0,0,7,2,1,0,4,0,0,9,0,0,0,0,0,0,0,0
MARATEA,15.732,39.943,0,0,1,0,0,0,0,0,0,0,0,0,116,0,0,13,0,0,0,0,0,0,2,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,21,0,0,0,0,2,0,0,4,1,0,0,7,0,0,66,0,0,0,0,0,0,0,0
MARATEA,15.743,39.932,0,0,3,0,0,0,0,0,0,0,0,0,81,0,0,24,0,0,0,0,0,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,3,0,0,69,0,0,0,0,0,0,0,0
Marettimo,12.08078,37.98362,0,122,75,0,0,0,0,0,2024,13,0,0,24394,1000,0,444,0,0,0,0,0,0,21,0,9,15,120,0,0,2,5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,16,0,1,1,340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,1011,0,0,3,3,0,0,0,0,5,0,65,0,0,48,0,0,0,70,2673,1068,29,0,12,0,33,6,37,64,14,2,121,0,0,920,0,0,0,200,0,0,0,0
MEDES,3.22,42.049,0,0,0,0,0,0,0,0,0,0,0,1,520,0,0,43,0,0,0,0,2,0,0,2,0,33,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,10,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,3,2,22,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0
MEDES,3.223,42.049,0,0,0,0,0,0,0,0,300,0,0,0,502,0,0,93,0,0,0,0,0,0,0,0,2,42,43,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,7,0,5,0,0,0,1,0,0,0,0,0,1,0,0,0,8,5,28,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0
MEDES,3.225,42.042,0,0,0,0,0,0,0,0,0,0,0,0,104,0,0,66,0,0,0,0,0,0,0,0,1,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,13,7,0,0,21,0,0,0,0,0,0,0,0,0,0,0
MEDES,3.225,42.043,0,0,0,0,0,0,0,0,100,0,0,0,812,0,0,128,0,0,0,1,1,0,0,0,1,25,23,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,9,0,1,0,0,0,0,0,0,0,0,0,5,0,0,1,1,8,17,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
MEDES,3.225,42.044,0,0,0,0,0,0,0,0,200,0,0,8,103,0,0,51,1,0,0,0,5,0,0,2,0,61,14,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,10,0,1,0,0,4,7,10,30,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
MEDES,3.227,42.041,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,55,0,0,0,0,0,0,0,1,0,18,10,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
Miljet,17.32148,42.78445,0,0,55,0,0,0,0,0,0,0,0,0,1303,0,0,104,0,0,0,0,0,0,73,0,9,0,58,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,13,0,0,1,3,0,0,0,0,0,2,0,0,11,5,4,0,0,0,0,19,0,0,76,0,0,0,0,0,0,0,0
Miljet,17.33153,42.77223,0,20,7,150,0,0,0,0,0,0,0,0,916,0,0,63,0,0,0,0,0,0,1,0,3,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,134,0,0,0,0,0,0,0,0,1,0,10,0,0,1,2,0,0,0,0,0,3,0,0,0,6,2,0,0,5,0,5,0,0,56,0,0,0,0,0,0,0,0
Miljet,17.34708,42.76898,0,0,5,0,0,0,0,0,2,0,0,0,2380,3,0,88,0,0,0,0,0,0,8,0,13,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,0,0,0,0,0,0,1,0,2,0,7,0,0,8,1,0,0,0,0,0,7,0,0,9,5,3,0,0,1,0,5,0,0,156,0,0,0,0,0,0,0,0
Miljet,17.35969,42.80703,0,0,16,1500,0,0,0,0,2,0,0,0,4880,0,0,78,0,0,0,0,0,0,9,0,0,2,146,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,1,1,0,7,0,0,0,0,0,0,0,150,0,27,0,0,4,4,1,0,0,2,0,8,0,0,73,0,0,0,0,0,0,0,0
Miljet,17.4111,42.79487,0,180,7,0,0,0,0,0,160,0,0,0,1620,0,0,98,0,0,0,0,0,0,3,0,17,1,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,0,0,0,0,0,0,0,0,2,0,10,0,0,0,0,0,0,0,0,0,2,0,0,4,3,0,0,0,1,0,6,0,0,33,0,0,0,0,0,0,0,0
Miljet,17.4219,42.79141,0,0,3,0,0,0,0,0,0,0,0,0,6350,0,0,87,0,0,0,0,0,0,30,0,4,20,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,14,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,17,6,4,0,0,0,0,11,0,0,26,0,0,0,0,0,0,0,0
Miljet,17.43478,42.78709,0,0,0,0,0,0,0,0,306,0,0,0,85,0,0,18,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0
Miljet,17.46511,42.77649,0,0,9,300,0,0,0,0,0,0,0,0,1605,0,0,142,0,0,0,0,0,0,11,0,0,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,3,5,0,14,0,0,0,0,0,0,0,0,0,1,0,0,10,3,2,0,0,4,0,10,0,0,6,0,0,0,0,0,0,0,0
Miljet,17.62165,42.73979,0,0,11,300,0,0,0,0,3,0,0,0,2080,0,0,133,0,0,0,0,0,0,16,0,0,1,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,10,500,3,0,0,6,2,1,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0
Miljet,17.74525,42.7034,0,0,61,0,0,0,0,0,0,0,0,0,7640,0,0,141,0,0,0,0,0,0,8,0,3,5,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,20,0,0,2,0,0,0,0,0,0,9,0,0,6,8,5,0,0,4,0,11,0,0,45,0,0,0,0,0,0,0,0
MONTGRI,3.186,42.1,0,0,0,0,0,0,0,0,0,0,0,0,670,0,0,14,0,0,0,0,0,0,0,0,0,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MONTGRI,3.189,42.096,0,0,0,0,0,0,0,0,0,0,0,0,570,0,0,9,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,19,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
