"","SpecCode","Species","autoctr","StockCode","MaturityRefNo","Sex","AgeMatMin","AgeMatMin2","AgeMatRef","tm","Number","r2","SE_tm","SD_tm","LCL_tm","UCL_tm","LengthMatMin","LengthMatMin2","Type1","LengthMatRef","Lm","SE_Lm","SD_Lm","LCL_Lm","UCL_Lm","Locality","C_Code","E_CODE","Comment","Entered","DateEntered","Modified","DateModified","Expert","DateChecked","TS"
"220",1766,"Spicara smaris",1681,1962,27030,"female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TL",27071,8.89999961853027,NA,NA,NA,NA,"Northern Crete, 1988-91","300",NA,NA,3,1998-07-30 00:00:00,NA,1998-07-30 00:00:00,NA,NA,NA
"221",1766,"Spicara smaris",1682,1962,27030,"female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TL",27071,9.30000019073486,NA,NA,NA,NA,"Southern Crete, 1988-91","300",NA,NA,3,1998-07-30 00:00:00,NA,1998-07-30 00:00:00,NA,NA,NA
"222",56307,"Gobius xanthocephalus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"223",16289,"Gobius geniporus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"224",481,"Trisopterus minutus",791,495,796,"female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,"English Channel","826",NA,NA,3,1991-10-17 00:00:00,NA,1994-09-30 00:00:00,NA,NA,NA
"225",481,"Trisopterus minutus",792,495,796,"male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,"English Channel","826",NA,NA,3,1991-10-17 00:00:00,NA,1994-09-30 00:00:00,NA,NA,NA
"226",481,"Trisopterus minutus",793,495,1371,"unsexed",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Northeastern Atlantic and Mediterranean",NA,NA,NA,2,1993-10-11 00:00:00,NA,1994-09-26 00:00:00,NA,NA,NA
"227",481,"Trisopterus minutus",794,495,7253,"unsexed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,"Mediterranean waters","250",NA,NA,3,1995-12-04 00:00:00,NA,1995-12-04 00:00:00,NA,NA,NA
"228",481,"Trisopterus minutus",795,495,27030,"unsexed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TL",27025,14,NA,NA,NA,NA,"Euboikos Gulf","300",NA,NA,3,1993-09-21 00:00:00,NA,1998-07-30 00:00:00,NA,NA,NA
"229",481,"Trisopterus minutus",8220,495,41894,"female",NA,NA,41894,2,NA,NA,NA,NA,NA,NA,10,26,"TL",41894,13.8199996948242,NA,NA,NA,NA,"northern Tyrrhenian Sea, 1985-1987 ","380",13,NA,2355,2013-06-13 17:17:52,2,2013-07-02 00:00:00,NA,NA,NA
"230",481,"Trisopterus minutus",8240,495,41894,"male",NA,NA,41894,2,NA,NA,NA,NA,NA,NA,NA,NA,"TL",41894,12.3900003433228,NA,NA,NA,NA,"northern Tyrrhenian Sea, 1985-1987","380",13,NA,2,2013-07-02 00:00:00,NA,2013-07-02 00:00:00,NA,NA,NA
"231",481,"Trisopterus minutus",6345,495,74347,"unsexed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TL",74358,14.8000001907349,NA,NA,NA,NA,"west ","826B",NA,NA,1790,2008-02-12 21:17:35,1790,2008-02-12 21:21:14,NA,NA,NA
"232",481,"Trisopterus minutus",9170,495,74354,"unsexed",NA,NA,74354,2,NA,NA,NA,NA,NA,NA,NA,NA,"FL",74354,17,NA,NA,NA,NA,"Faroe Bank, 60°55´N; 8°40´W (1994-1998)","234",8,NA,2,2016-07-19 00:00:00,NA,2016-07-19 00:00:00,NA,NA,NA
"233",481,"Trisopterus minutus",9183,495,109755,"female",NA,NA,109755,1,251,0.974,NA,NA,NA,NA,NA,NA,"TL",109755,13.3000001907349,NA,NA,NA,NA,"?zmir Bay (Apr 2001-Mar 2002)","792",548,NA,2,2016-07-25 00:00:00,NA,2016-07-25 00:00:00,NA,NA,NA
"234",481,"Trisopterus minutus",9184,495,109755,"male",NA,NA,109755,1,425,0.951,NA,NA,NA,NA,NA,NA,"TL",109755,12.5,NA,NA,NA,NA,"?zmir Bay (Apr 2001-Mar 2002)","792",548,NA,2,2016-07-25 00:00:00,NA,2016-07-25 00:00:00,NA,NA,NA
"235",46337,"Gobius vittatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"236",889,"Pagellus acarne",6118,905,4781,"unsexed",1,2,4781,NA,NA,NA,NA,NA,NA,NA,13,18,"TL",4781,NA,NA,NA,NA,NA,"eastern Atlantic and Mediterranean Sea",NA,NA,NA,2,2008-01-09 00:00:00,NA,2008-01-09 00:00:00,NA,NA,NA
"237",889,"Pagellus acarne",1172,905,6104,"female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,"Euboikos Gulf","300",NA,NA,3,1993-09-21 00:00:00,NA,1993-09-21 00:00:00,NA,NA,NA
"238",889,"Pagellus acarne",1173,905,6104,"male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.3999996185303,NA,NA,NA,NA,"Euboikos Gulf","300",NA,NA,3,1993-09-21 00:00:00,NA,1993-09-21 00:00:00,NA,NA,NA
"239",889,"Pagellus acarne",1174,905,7253,"male",2,NA,12131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Straits of Messina","380",NA,NA,3,1996-10-20 00:00:00,NA,1996-10-20 00:00:00,NA,NA,NA
"240",889,"Pagellus acarne",1175,905,27030,"female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FL",27054,13.5,NA,NA,NA,NA,"Evvoikos Gulf, 1986-88","300",NA,NA,3,1998-07-29 00:00:00,NA,1998-07-29 00:00:00,NA,NA,NA
"241",889,"Pagellus acarne",3111,905,34177,"female",NA,NA,34177,3,NA,NA,NA,NA,NA,NA,NA,NA,"TL",34177,19.3999996185303,NA,NA,NA,NA,"Gran Canaria (27°57'24""N, 15°35'23""W), 1991-94","300",NA,NA,3,2000-05-31 00:00:00,NA,2000-05-31 00:00:00,NA,NA,NA
"242",889,"Pagellus acarne",3110,905,34177,"male",NA,NA,34177,2,NA,NA,NA,NA,NA,NA,NA,NA,"TL",34177,15.8000001907349,NA,NA,NA,NA,"Gran Canaria (27°57'24""N, 15°35'23""W), 1991-94","300",NA,NA,3,2000-05-31 00:00:00,NA,2000-05-31 00:00:00,NA,NA,NA
"243",889,"Pagellus acarne",6800,905,56606,"unsexed",1,NA,1273,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,"North West coast of Africa ",NA,NA,NA,1723,2008-04-18 20:37:03,1723,2008-04-18 20:41:54,NA,NA,NA
"244",889,"Pagellus acarne",6859,905,56606,"unsexed",2,NA,75540,NA,NA,NA,NA,NA,NA,NA,13,16,NA,75540,NA,NA,NA,NA,NA,"North-West coast of Africa",NA,NA,NA,1723,2008-04-29 23:00:35,NA,2008-04-29 23:00:35,NA,NA,NA
"245",889,"Pagellus acarne",9032,905,108834,"mixed",NA,NA,90369,1.89999997615814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mediterranean coast (1995-1998)",NA,13,NA,2,2016-06-21 00:00:00,NA,2016-06-21 00:00:00,NA,NA,NA
"246",61,"Ctenolabrus rupestris",6128,71,4742,"unsexed",NA,NA,4742,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eastern Atlantic and Mediterranean seas",NA,NA,NA,2,2008-01-10 00:00:00,NA,2008-01-10 00:00:00,NA,NA,NA
"247",301,"Conger conger",598,315,4453,"female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TL",NA,200,NA,NA,NA,NA,"Not stated.",NA,NA,NA,113,1998-06-10 00:00:00,NA,2003-04-11 00:00:00,NA,NA,NA
"248",301,"Conger conger",599,315,4453,"male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,75,"TL",NA,NA,NA,NA,NA,NA,"Not stated.",NA,NA,NA,113,1998-06-10 00:00:00,NA,1998-06-10 00:00:00,NA,NA,NA
"249",301,"Conger conger",600,315,6521,"unsexed",5,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not stated.",NA,NA,NA,113,1998-06-10 00:00:00,NA,1998-06-10 00:00:00,NA,NA,NA
"250",2497,"Diplodus cervinus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"251",2499,"Chelon labrosus",1905,2693,7253,"female",NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,"SL",NA,29.5,NA,NA,NA,NA,"Gulf of Lion","250",NA,NA,3,1993-05-05 00:00:00,NA,1996-10-23 00:00:00,NA,NA,NA
"252",2499,"Chelon labrosus",1906,2693,7253,"male",NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,"SL",NA,25,NA,NA,NA,NA,"Gulf of Lion","250",NA,NA,3,1993-05-05 00:00:00,NA,1996-10-23 00:00:00,NA,NA,NA
"253",2499,"Chelon labrosus",6253,2693,59043,"female",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not specified ",NA,NA,NA,1790,2008-01-29 18:15:14,NA,2008-01-29 18:15:14,NA,NA,NA
"254",2499,"Chelon labrosus",6252,2693,59043,"male",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not specified ",NA,NA,NA,1790,2008-01-29 18:14:58,NA,2008-01-29 18:14:58,NA,NA,NA
"255",8023,"Pteragogus pelycus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"256",NA,"Liza aurata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"257",2060,"Dasyatis pastinaca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"258",9217,"Epinephelus caninus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"259",1692,"Anthias anthias",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"260",1756,"Pagrus pagrus",1339,1249,4747,"female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FL",NA,31.2999992370605,NA,NA,NA,NA,"Mediterranean Sea (Dodecanese)","300",NA,"See also Refs. 27066 and 27079.",3,1992-09-28 00:00:00,NA,1998-07-30 00:00:00,NA,NA,NA
"261",1756,"Pagrus pagrus",6124,1249,4781,"unsexed",NA,NA,4781,3,NA,NA,NA,NA,NA,NA,NA,NA,"TL",4781,24,NA,NA,NA,NA,"eastern Atlantic and Mediterranean seas",NA,NA,NA,2,2008-01-09 00:00:00,NA,2008-01-09 00:00:00,NA,NA,NA
"262",1756,"Pagrus pagrus",1340,1249,26934,"female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TL",26934,22.6000003814697,NA,NA,NA,NA,"Tenerife and Gran Canaria, 1985-86; 1991-93","724A",NA,"Method: logistic curve.",3,1999-03-22 00:00:00,NA,1999-03-22 00:00:00,NA,NA,NA
"263",1756,"Pagrus pagrus",1341,1249,26934,"male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TL",26934,26.7000007629395,NA,NA,NA,NA,"Tenerife and Gran Canaria, 1985-86; 1991-93","724A",NA,"Method: logistic curve.",3,1999-03-22 00:00:00,NA,1999-03-22 00:00:00,NA,NA,NA
"264",1756,"Pagrus pagrus",4080,1249,27541,"female",NA,NA,27541,0.899999976158142,NA,NA,NA,NA,NA,NA,21.2999992370605,NA,"TL",27541,NA,NA,NA,NA,NA,"Cape Fear, NC to Cape Canaveral, FL,1979-81","840",NA,NA,3,2003-05-13 00:00:00,NA,2003-05-13 00:00:00,NA,NA,NA
"265",1756,"Pagrus pagrus",4079,1249,27541,"female",0.899999976158142,NA,27541,1.89999997615814,NA,NA,NA,NA,NA,NA,18.7999992370605,NA,"TL",27541,26,NA,NA,NA,NA,"Cape Fear, NC to Cape Canaveral, FL,1991-94","840",NA,"Lm values taken as mid-range  of given size class.",3,2003-05-13 00:00:00,NA,2003-05-13 00:00:00,NA,NA,NA
"266",1756,"Pagrus pagrus",3582,1249,40546,"unsexed",2.5,NA,5840,NA,NA,NA,NA,NA,NA,NA,30.3999996185303,NA,"TL",5840,NA,NA,NA,NA,NA,"Carolina","840",NA,NA,2,2001-11-29 00:00:00,NA,2001-11-29 00:00:00,NA,NA,NA
"267",1756,"Pagrus pagrus",7221,1249,83835,"Unsexed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TL",83864,25.8999996185303,NA,NA,NA,NA,"São Paulo","076",NA,NA,564,2009-11-19 00:00:00,3,2010-04-29 00:00:00,NA,NA,NA
"268",364,"Pomatomus saltatrix",700,378,4332,"female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FL",1120,25,NA,NA,NA,NA,"Natal","710",NA,"Or 20 cm SL (Ref. 58350).",3,1993-10-17 00:00:00,2,2007-05-30 00:00:00,3,1995-04-01,NA
"269",364,"Pomatomus saltatrix",701,378,4332,"male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FL",1120,24,NA,NA,NA,NA,"Natal","710",NA,"Or 19 cm SL (Ref. 58350).",3,1993-10-17 00:00:00,2,2007-05-30 00:00:00,3,1995-04-01,NA
"270",364,"Pomatomus saltatrix",702,378,6390,"unsexed",2,NA,27687,NA,NA,NA,NA,NA,NA,NA,30,NA,"TL",27687,NA,NA,NA,NA,NA,"eastern coasts","036",NA,"Males tend to reach maturity at a slightly smaller size than females.",2,1998-11-25 00:00:00,NA,1998-11-25 00:00:00,NA,NA,NA
"271",364,"Pomatomus saltatrix",5482,378,57037,"unsexed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FL",57037,38,NA,NA,NA,NA,"Sénégal","686",NA,NA,2,2006-07-11 00:00:00,NA,2006-07-11 00:00:00,NA,NA,NA
"272",364,"Pomatomus saltatrix",8883,378,103182,"female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TL",NA,35,NA,NA,NA,NA,"Rio Drande do Sul, 1976-1987","076",269,NA,2,2015-09-22 00:00:00,NA,2015-09-22 00:00:00,NA,NA,NA
"273",364,"Pomatomus saltatrix",9010,378,108834,"female",NA,NA,NA,1.89999997615814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gulf of Gabès (1998-2000)","788",13,NA,2,2016-06-21 00:00:00,NA,2016-06-21 00:00:00,NA,NA,NA
"274",364,"Pomatomus saltatrix",9011,378,108834,"male",NA,NA,NA,2.40000009536743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gulf of Gabès (1998-2000)","788",13,NA,2,2016-06-21 00:00:00,NA,2016-06-21 00:00:00,NA,NA,NA
"275",706,"Lithognathus mormyrus",982,722,2285,"female",NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,"SL",NA,13,NA,NA,NA,NA,"Golfe de Gabès","788",NA,NA,22,1992-03-09 00:00:00,NA,1997-12-29 00:00:00,NA,NA,NA
"276",706,"Lithognathus mormyrus",983,722,2285,"male",NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,"SL",NA,13.3000001907349,NA,NA,NA,NA,"Golfe de Gabès","788",NA,NA,22,1992-03-09 00:00:00,NA,1997-12-29 00:00:00,NA,NA,NA
"277",706,"Lithognathus mormyrus",6117,722,4781,"unsexed",NA,NA,4781,2,NA,NA,NA,NA,NA,NA,NA,NA,"TL",4781,14,NA,NA,NA,NA,"eastern Atlantic and Mediterranean Sea",NA,NA,NA,2,2008-01-09 00:00:00,NA,2008-01-09 00:00:00,NA,NA,NA
"278",706,"Lithognathus mormyrus",3995,722,45522,"female",NA,NA,45522,3,NA,NA,NA,NA,NA,NA,20.2999992370605,NA,"TL",45522,24.6000003814697,NA,NA,NA,NA,"off Gran Canaria, 1999-2000","724A",NA,NA,3,2003-02-06 00:00:00,NA,2003-02-06 00:00:00,NA,NA,NA
"279",706,"Lithognathus mormyrus",3994,722,45522,"male",NA,NA,45522,2,NA,NA,NA,NA,NA,NA,18.3999996185303,NA,"TL",45522,20.7000007629395,NA,NA,NA,NA,"off Gran Canaria, 1999-2000","724A",NA,NA,3,2003-02-06 00:00:00,NA,2003-02-06 00:00:00,NA,NA,NA
"280",706,"Lithognathus mormyrus",6803,722,56606,"unsexed",2,NA,58168,NA,NA,NA,NA,NA,NA,NA,14.1000003814697,NA,NA,NA,NA,NA,NA,NA,NA,"Eastern Spain","724",NA,NA,1723,2008-04-18 21:06:54,NA,2008-04-18 21:06:54,NA,NA,NA
"281",9192,"Pomatoschistus quagga",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"282",1771,"Synodus saurus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"283",4902,"Gobius auratus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"284",7327,"Balistes capriscus",2678,7628,2859,"female",NA,NA,55686,1,NA,NA,NA,NA,NA,NA,13,NA,"FL",55686,14.5,NA,NA,NA,NA,"Coastal trawl surveys, Jan-Dec 1980","288",NA,NA,3,1992-03-08 00:00:00,2,2005-10-06 00:00:00,NA,NA,NA
"285",7327,"Balistes capriscus",4938,7628,54993,"female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FL",54982,16.8999996185303,NA,NA,NA,NA,"São Paulo","076",NA,NA,3,2005-07-29 00:00:00,NA,2005-07-29 00:00:00,NA,NA,NA
"286",7327,"Balistes capriscus",4939,7628,54993,"male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FL",54982,20,NA,NA,NA,NA,"São Paulo","076",NA,NA,3,2005-07-29 00:00:00,NA,2005-07-29 00:00:00,NA,NA,NA
"287",7327,"Balistes capriscus",7230,7628,83835,"Female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TL",9050,17,NA,NA,NA,NA,"Southern-Southeastern region","076",NA,NA,564,2009-11-19 00:00:00,3,2010-04-29 00:00:00,NA,NA,NA
"288",7327,"Balistes capriscus",7231,7628,83835,"Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TL",9050,20,NA,NA,NA,NA,"Southern-Southeastern region","076",NA,NA,564,2009-11-19 00:00:00,3,2010-04-29 00:00:00,NA,NA,NA
"289",7327,"Balistes capriscus",7232,7628,103182,"female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FL",54982,16.8999996185303,NA,NA,NA,NA,"São Paulo, 1984-1985","076",NA,NA,564,2009-11-19 00:00:00,2,2015-10-01 00:00:00,NA,NA,NA
"290",7327,"Balistes capriscus",7233,7628,103182,"male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FL",54982,20,NA,NA,NA,NA,"São Paulo, 1984-1985","076",269,NA,564,2009-11-19 00:00:00,2,2015-10-01 00:00:00,NA,NA,NA
"291",10350,"Pempheris vanicolensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"292",8969,"Taeniura grabata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"293",5003,"Pomadasys incisus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"294",14343,"Stephanolepis diaspros",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"295",5548,"Scarus ghobban",6069,5838,34166,"unsexed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,NA,"TL",34166,NA,NA,NA,NA,NA,"Asia-Pacific Region",NA,NA,NA,393,2007-12-31 00:00:00,NA,2007-12-31 00:00:00,NA,NA,NA
"296",5548,"Scarus ghobban",4972,5838,55367,"unsexed",NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"to be filled","690",NA,NA,2,2005-09-16 00:00:00,NA,2005-09-16 00:00:00,NA,NA,NA
"297",10994,"Parupeneus forsskali",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
