data.origin,country,site,lon,lat,trans,species,sp.length,sp.n,season,protection,enforcement,total.mpa.ha,size.notake,yr.creation,age.reserve.yr,depth,a,b,tmean,trange,sal_mean,pp_mean,pp_range
Belmaker,France,Banyuls_Unknown,3.166758,42.47317,2380,Coris.julis,10,1,Summer,NA,NA,650,NA,1962,55,NA,0.007987878,3.08525,16.79940014,10.72970009,38.25255966,0.003000293,0.008098376
Belmaker,France,Banyuls_Unknown,3.166758,42.47317,2380,Coris.julis,3,1,Summer,NA,NA,650,NA,1962,55,NA,0.007987878,3.08525,16.79940014,10.72970009,38.25255966,0.003000293,0.008098376
Belmaker,France,Banyuls_Unknown,3.166758,42.47317,2380,Coris.julis,20,1,Summer,NA,NA,650,NA,1962,55,NA,0.007987878,3.08525,16.79940014,10.72970009,38.25255966,0.003000293,0.008098376
Belmaker,France,Banyuls_Unknown,3.166758,42.47317,2380,Coris.julis,12,3,Summer,NA,NA,650,NA,1962,55,NA,0.007987878,3.08525,16.79940014,10.72970009,38.25255966,0.003000293,0.008098376
Belmaker,France,Banyuls_Unknown,3.166758,42.47317,2380,Coris.julis,15,1,Summer,NA,NA,650,NA,1962,55,NA,0.007987878,3.08525,16.79940014,10.72970009,38.25255966,0.003000293,0.008098376
Belmaker,France,Banyuls_Unknown,3.166758,42.47317,2380,Coris.julis,7,1,Summer,NA,NA,650,NA,1962,55,NA,0.007987878,3.08525,16.79940014,10.72970009,38.25255966,0.003000293,0.008098376
Belmaker,France,Banyuls_Unknown,3.166758,42.47317,2380,Coris.julis,10,1,Summer,NA,NA,650,NA,1962,55,NA,0.007987878,3.08525,16.79940014,10.72970009,38.25255966,0.003000293,0.008098376
Belmaker,France,Banyuls_Unknown,3.166758,42.47317,2380,Coris.julis,10,2,Summer,NA,NA,650,NA,1962,55,NA,0.007987878,3.08525,16.79940014,10.72970009,38.25255966,0.003000293,0.008098376
Belmaker,France,Banyuls_Unknown,3.166758,42.47317,2380,Coris.julis,10,4,Summer,NA,NA,650,NA,1962,55,NA,0.007987878,3.08525,16.79940014,10.72970009,38.25255966,0.003000293,0.008098376
Belmaker,France,Banyuls_Unknown,3.166758,42.47317,2380,Diplodus.annularis,10,1,Summer,NA,NA,650,NA,1962,55,NA,0.01339869,3.115114,16.79940014,10.72970009,38.25255966,0.003000293,0.008098376
Belmaker,France,Banyuls_Unknown,3.166758,42.47317,2380,Labrus.merula,10,1,Summer,NA,NA,650,NA,1962,55,NA,0.008403474,3.164667,16.79940014,10.72970009,38.25255966,0.003000293,0.008098376
Belmaker,France,Banyuls_Unknown,3.166758,42.47317,2380,Mullus.surmuletus,15,1,Summer,NA,NA,650,NA,1962,55,NA,0.007682273,3.163183,16.79940014,10.72970009,38.25255966,0.003000293,0.008098376
Belmaker,France,Banyuls_Unknown,3.166758,42.47317,2380,Mullus.surmuletus,15,1,Summer,NA,NA,650,NA,1962,55,NA,0.007682273,3.163183,16.79940014,10.72970009,38.25255966,0.003000293,0.008098376
Belmaker,France,Banyuls_Unknown,3.166758,42.47317,2380,Mullus.surmuletus,25,1,Summer,NA,NA,650,NA,1962,55,NA,0.007682273,3.163183,16.79940014,10.72970009,38.25255966,0.003000293,0.008098376
Belmaker,France,Banyuls_Unknown,3.166758,42.47317,2380,Serranus.cabrilla,14,1,Summer,NA,NA,650,NA,1962,55,NA,0.01793521,2.869466,16.79940014,10.72970009,38.25255966,0.003000293,0.008098376
Belmaker,France,Banyuls_Unknown,3.166758,42.47317,2380,Serranus.cabrilla,12,1,Summer,NA,NA,650,NA,1962,55,NA,0.01793521,2.869466,16.79940014,10.72970009,38.25255966,0.003000293,0.008098376
Belmaker,France,Banyuls_Unknown,3.166758,42.47317,2380,Serranus.cabrilla,10,1,Summer,NA,NA,650,NA,1962,55,NA,0.01793521,2.869466,16.79940014,10.72970009,38.25255966,0.003000293,0.008098376
Belmaker,France,Banyuls_Unknown,3.166758,42.47317,2380,Serranus.cabrilla,13,1,Summer,NA,NA,650,NA,1962,55,NA,0.01793521,2.869466,16.79940014,10.72970009,38.25255966,0.003000293,0.008098376
Belmaker,France,Banyuls_Unknown,3.166758,42.47317,2380,Serranus.cabrilla,10,1,Summer,NA,NA,650,NA,1962,55,NA,0.01793521,2.869466,16.79940014,10.72970009,38.25255966,0.003000293,0.008098376
Belmaker,France,Banyuls_Unknown,3.166758,42.47317,2380,Serranus.cabrilla,15,1,Summer,NA,NA,650,NA,1962,55,NA,0.01793521,2.869466,16.79940014,10.72970009,38.25255966,0.003000293,0.008098376
Belmaker,France,Banyuls_Unknown,3.166758,42.47317,2380,Serranus.cabrilla,12,1,Summer,NA,NA,650,NA,1962,55,NA,0.01793521,2.869466,16.79940014,10.72970009,38.25255966,0.003000293,0.008098376
Belmaker,France,Banyuls_Unknown,3.166758,42.47317,2380,Symphodus.ocellatus,5,2,Summer,NA,NA,650,NA,1962,55,NA,0.01058648,3.1768,16.79940014,10.72970009,38.25255966,0.003000293,0.008098376
Belmaker,France,Banyuls_Unknown,3.166758,42.47317,2380,Symphodus.ocellatus,3,15,Summer,NA,NA,650,NA,1962,55,NA,0.01058648,3.1768,16.79940014,10.72970009,38.25255966,0.003000293,0.008098376
Belmaker,France,Banyuls_Unknown,3.166758,42.47317,2380,Symphodus.ocellatus,3,2,Summer,NA,NA,650,NA,1962,55,NA,0.01058648,3.1768,16.79940014,10.72970009,38.25255966,0.003000293,0.008098376
Belmaker,France,Banyuls_Unknown,3.166758,42.47317,2380,Symphodus.rostratus,7,2,Summer,NA,NA,650,NA,1962,55,NA,0.01237965,2.991575,16.79940014,10.72970009,38.25255966,0.003000293,0.008098376
Belmaker,France,Banyuls_Unknown,3.166758,42.47317,2380,Symphodus.rostratus,7,3,Summer,NA,NA,650,NA,1962,55,NA,0.01237965,2.991575,16.79940014,10.72970009,38.25255966,0.003000293,0.008098376
Belmaker,France,Banyuls_Unknown,3.166758,42.47317,2380,Symphodus.tinca,7,1,Summer,NA,NA,650,NA,1962,55,NA,0.01810476,2.89916,16.79940014,10.72970009,38.25255966,0.003000293,0.008098376
Belmaker,France,Banyuls_Unknown,3.166758,42.47317,2380,Symphodus.tinca,10,2,Summer,NA,NA,650,NA,1962,55,NA,0.01810476,2.89916,16.79940014,10.72970009,38.25255966,0.003000293,0.008098376
Belmaker,France,Banyuls_Unknown,3.166758,42.47317,2380,Symphodus.tinca,20,1,Summer,NA,NA,650,NA,1962,55,NA,0.01810476,2.89916,16.79940014,10.72970009,38.25255966,0.003000293,0.008098376
Belmaker,France,Banyuls_Unknown,3.166758,42.47317,2380,Symphodus.tinca,10,20,Summer,NA,NA,650,NA,1962,55,NA,0.01810476,2.89916,16.79940014,10.72970009,38.25255966,0.003000293,0.008098376
Belmaker,France,Banyuls_Unknown,3.166758,42.47317,2380,Symphodus.tinca,15,4,Summer,NA,NA,650,NA,1962,55,NA,0.01810476,2.89916,16.79940014,10.72970009,38.25255966,0.003000293,0.008098376
Belmaker,France,Banyuls_Unknown,3.166758,42.47317,2381,Chromis.chromis,8,20,Summer,NA,NA,650,NA,1962,55,NA,0.03193848,2.758143,16.79940014,10.72970009,38.25255966,0.003000293,0.008098376
Belmaker,France,Banyuls_Unknown,3.166758,42.47317,2381,Chromis.chromis,3,40,Summer,NA,NA,650,NA,1962,55,NA,0.03193848,2.758143,16.79940014,10.72970009,38.25255966,0.003000293,0.008098376
Belmaker,France,Banyuls_Unknown,3.166758,42.47317,2381,Chromis.chromis,8,50,Summer,NA,NA,650,NA,1962,55,NA,0.03193848,2.758143,16.79940014,10.72970009,38.25255966,0.003000293,0.008098376
Belmaker,France,Banyuls_Unknown,3.166758,42.47317,2381,Chromis.chromis,5,10,Summer,NA,NA,650,NA,1962,55,NA,0.03193848,2.758143,16.79940014,10.72970009,38.25255966,0.003000293,0.008098376
Belmaker,France,Banyuls_Unknown,3.166758,42.47317,2381,Chromis.chromis,2,30,Summer,NA,NA,650,NA,1962,55,NA,0.03193848,2.758143,16.79940014,10.72970009,38.25255966,0.003000293,0.008098376
Belmaker,France,Banyuls_Unknown,3.166758,42.47317,2381,Chromis.chromis,3,50,Summer,NA,NA,650,NA,1962,55,NA,0.03193848,2.758143,16.79940014,10.72970009,38.25255966,0.003000293,0.008098376
Belmaker,France,Banyuls_Unknown,3.166758,42.47317,2381,Coris.julis,14,8,Summer,NA,NA,650,NA,1962,55,NA,0.007987878,3.08525,16.79940014,10.72970009,38.25255966,0.003000293,0.008098376
Belmaker,France,Banyuls_Unknown,3.166758,42.47317,2381,Coris.julis,7,1,Summer,NA,NA,650,NA,1962,55,NA,0.007987878,3.08525,16.79940014,10.72970009,38.25255966,0.003000293,0.008098376
Belmaker,France,Banyuls_Unknown,3.166758,42.47317,2381,Coris.julis,7,1,Summer,NA,NA,650,NA,1962,55,NA,0.007987878,3.08525,16.79940014,10.72970009,38.25255966,0.003000293,0.008098376
Belmaker,France,Banyuls_Unknown,3.166758,42.47317,2381,Coris.julis,10,3,Summer,NA,NA,650,NA,1962,55,NA,0.007987878,3.08525,16.79940014,10.72970009,38.25255966,0.003000293,0.008098376
Belmaker,France,Banyuls_Unknown,3.166758,42.47317,2381,Coris.julis,5,2,Summer,NA,NA,650,NA,1962,55,NA,0.007987878,3.08525,16.79940014,10.72970009,38.25255966,0.003000293,0.008098376
Belmaker,France,Banyuls_Unknown,3.166758,42.47317,2381,Coris.julis,20,1,Summer,NA,NA,650,NA,1962,55,NA,0.007987878,3.08525,16.79940014,10.72970009,38.25255966,0.003000293,0.008098376
Belmaker,France,Banyuls_Unknown,3.166758,42.47317,2381,Coris.julis,5,1,Summer,NA,NA,650,NA,1962,55,NA,0.007987878,3.08525,16.79940014,10.72970009,38.25255966,0.003000293,0.008098376
Belmaker,France,Banyuls_Unknown,3.166758,42.47317,2381,Coris.julis,10,2,Summer,NA,NA,650,NA,1962,55,NA,0.007987878,3.08525,16.79940014,10.72970009,38.25255966,0.003000293,0.008098376
Belmaker,France,Banyuls_Unknown,3.166758,42.47317,2381,Coris.julis,5,1,Summer,NA,NA,650,NA,1962,55,NA,0.007987878,3.08525,16.79940014,10.72970009,38.25255966,0.003000293,0.008098376
Belmaker,France,Banyuls_Unknown,3.166758,42.47317,2381,Coris.julis,10,1,Summer,NA,NA,650,NA,1962,55,NA,0.007987878,3.08525,16.79940014,10.72970009,38.25255966,0.003000293,0.008098376
Belmaker,France,Banyuls_Unknown,3.166758,42.47317,2381,Coris.julis,10,2,Summer,NA,NA,650,NA,1962,55,NA,0.007987878,3.08525,16.79940014,10.72970009,38.25255966,0.003000293,0.008098376
Belmaker,France,Banyuls_Unknown,3.166758,42.47317,2381,Coris.julis,15,1,Summer,NA,NA,650,NA,1962,55,NA,0.007987878,3.08525,16.79940014,10.72970009,38.25255966,0.003000293,0.008098376
Belmaker,France,Banyuls_Unknown,3.166758,42.47317,2381,Coris.julis,10,10,Summer,NA,NA,650,NA,1962,55,NA,0.007987878,3.08525,16.79940014,10.72970009,38.25255966,0.003000293,0.008098376
Belmaker,France,Banyuls_Unknown,3.166758,42.47317,2381,Coris.julis,10,20,Summer,NA,NA,650,NA,1962,55,NA,0.007987878,3.08525,16.79940014,10.72970009,38.25255966,0.003000293,0.008098376
Belmaker,France,Banyuls_Unknown,3.166758,42.47317,2381,Coris.julis,10,10,Summer,NA,NA,650,NA,1962,55,NA,0.007987878,3.08525,16.79940014,10.72970009,38.25255966,0.003000293,0.008098376
Belmaker,France,Banyuls_Unknown,3.166758,42.47317,2381,Coris.julis,18,1,Summer,NA,NA,650,NA,1962,55,NA,0.007987878,3.08525,16.79940014,10.72970009,38.25255966,0.003000293,0.008098376
Belmaker,France,Banyuls_Unknown,3.166758,42.47317,2381,Coris.julis,8,2,Summer,NA,NA,650,NA,1962,55,NA,0.007987878,3.08525,16.79940014,10.72970009,38.25255966,0.003000293,0.008098376
Belmaker,France,Banyuls_Unknown,3.166758,42.47317,2381,Coris.julis,15,5,Summer,NA,NA,650,NA,1962,55,NA,0.007987878,3.08525,16.79940014,10.72970009,38.25255966,0.003000293,0.008098376
Belmaker,France,Banyuls_Unknown,3.166758,42.47317,2381,Coris.julis,14,5,Summer,NA,NA,650,NA,1962,55,NA,0.007987878,3.08525,16.79940014,10.72970009,38.25255966,0.003000293,0.008098376
Belmaker,France,Banyuls_Unknown,3.166758,42.47317,2381,Coris.julis,20,1,Summer,NA,NA,650,NA,1962,55,NA,0.007987878,3.08525,16.79940014,10.72970009,38.25255966,0.003000293,0.008098376
Belmaker,France,Banyuls_Unknown,3.166758,42.47317,2381,Coris.julis,3,5,Summer,NA,NA,650,NA,1962,55,NA,0.007987878,3.08525,16.79940014,10.72970009,38.25255966,0.003000293,0.008098376
Belmaker,France,Banyuls_Unknown,3.166758,42.47317,2381,Coris.julis,15,2,Summer,NA,NA,650,NA,1962,55,NA,0.007987878,3.08525,16.79940014,10.72970009,38.25255966,0.003000293,0.008098376
Belmaker,France,Banyuls_Unknown,3.166758,42.47317,2381,Coris.julis,7,2,Summer,NA,NA,650,NA,1962,55,NA,0.007987878,3.08525,16.79940014,10.72970009,38.25255966,0.003000293,0.008098376
Belmaker,France,Banyuls_Unknown,3.166758,42.47317,2381,Coris.julis,10,3,Summer,NA,NA,650,NA,1962,55,NA,0.007987878,3.08525,16.79940014,10.72970009,38.25255966,0.003000293,0.008098376
Belmaker,France,Banyuls_Unknown,3.166758,42.47317,2381,Coris.julis,15,1,Summer,NA,NA,650,NA,1962,55,NA,0.007987878,3.08525,16.79940014,10.72970009,38.25255966,0.003000293,0.008098376
Belmaker,France,Banyuls_Unknown,3.166758,42.47317,2381,Coris.julis,7,1,Summer,NA,NA,650,NA,1962,55,NA,0.007987878,3.08525,16.79940014,10.72970009,38.25255966,0.003000293,0.008098376
Belmaker,France,Banyuls_Unknown,3.166758,42.47317,2381,Coris.julis,15,1,Summer,NA,NA,650,NA,1962,55,NA,0.007987878,3.08525,16.79940014,10.72970009,38.25255966,0.003000293,0.008098376
Belmaker,France,Banyuls_Unknown,3.166758,42.47317,2381,Coris.julis,16,2,Summer,NA,NA,650,NA,1962,55,NA,0.007987878,3.08525,16.79940014,10.72970009,38.25255966,0.003000293,0.008098376
Belmaker,France,Banyuls_Unknown,3.166758,42.47317,2381,Coris.julis,15,1,Summer,NA,NA,650,NA,1962,55,NA,0.007987878,3.08525,16.79940014,10.72970009,38.25255966,0.003000293,0.008098376
Belmaker,France,Banyuls_Unknown,3.166758,42.47317,2381,Coris.julis,18,1,Summer,NA,NA,650,NA,1962,55,NA,0.007987878,3.08525,16.79940014,10.72970009,38.25255966,0.003000293,0.008098376
Belmaker,France,Banyuls_Unknown,3.166758,42.47317,2381,Coris.julis,20,1,Summer,NA,NA,650,NA,1962,55,NA,0.007987878,3.08525,16.79940014,10.72970009,38.25255966,0.003000293,0.008098376
Belmaker,France,Banyuls_Unknown,3.166758,42.47317,2381,Coris.julis,15,2,Summer,NA,NA,650,NA,1962,55,NA,0.007987878,3.08525,16.79940014,10.72970009,38.25255966,0.003000293,0.008098376
Belmaker,France,Banyuls_Unknown,3.166758,42.47317,2381,Coris.julis,10,3,Summer,NA,NA,650,NA,1962,55,NA,0.007987878,3.08525,16.79940014,10.72970009,38.25255966,0.003000293,0.008098376
Belmaker,France,Banyuls_Unknown,3.166758,42.47317,2381,Coris.julis,3,5,Summer,NA,NA,650,NA,1962,55,NA,0.007987878,3.08525,16.79940014,10.72970009,38.25255966,0.003000293,0.008098376
Belmaker,France,Banyuls_Unknown,3.166758,42.47317,2381,Dentex.dentex,5,1,Summer,NA,NA,650,NA,1962,55,NA,0.01046954,3.105444,16.79940014,10.72970009,38.25255966,0.003000293,0.008098376
Belmaker,France,Banyuls_Unknown,3.166758,42.47317,2381,Diplodus.annularis,2,1,Summer,NA,NA,650,NA,1962,55,NA,0.01339869,3.115114,16.79940014,10.72970009,38.25255966,0.003000293,0.008098376
Belmaker,France,Banyuls_Unknown,3.166758,42.47317,2381,Diplodus.sargus,6,100,Summer,NA,NA,650,NA,1962,55,NA,0.0151,3.05,16.79940014,10.72970009,38.25255966,0.003000293,0.008098376
Belmaker,France,Banyuls_Unknown,3.166758,42.47317,2381,Diplodus.sargus,30,1,Summer,NA,NA,650,NA,1962,55,NA,0.0151,3.05,16.79940014,10.72970009,38.25255966,0.003000293,0.008098376
Belmaker,France,Banyuls_Unknown,3.166758,42.47317,2381,Diplodus.sargus,35,1,Summer,NA,NA,650,NA,1962,55,NA,0.0151,3.05,16.79940014,10.72970009,38.25255966,0.003000293,0.008098376
Belmaker,France,Banyuls_Unknown,3.166758,42.47317,2381,Diplodus.sargus,35,1,Summer,NA,NA,650,NA,1962,55,NA,0.0151,3.05,16.79940014,10.72970009,38.25255966,0.003000293,0.008098376
Belmaker,France,Banyuls_Unknown,3.166758,42.47317,2381,Diplodus.sargus,30,3,Summer,NA,NA,650,NA,1962,55,NA,0.0151,3.05,16.79940014,10.72970009,38.25255966,0.003000293,0.008098376
Belmaker,France,Banyuls_Unknown,3.166758,42.47317,2381,Diplodus.vulgaris,8,1,Summer,NA,NA,650,NA,1962,55,NA,0.01416999,3.073147,16.79940014,10.72970009,38.25255966,0.003000293,0.008098376
Belmaker,France,Banyuls_Unknown,3.166758,42.47317,2381,Diplodus.vulgaris,5,1,Summer,NA,NA,650,NA,1962,55,NA,0.01416999,3.073147,16.79940014,10.72970009,38.25255966,0.003000293,0.008098376
Belmaker,France,Banyuls_Unknown,3.166758,42.47317,2381,Diplodus.vulgaris,30,2,Summer,NA,NA,650,NA,1962,55,NA,0.01416999,3.073147,16.79940014,10.72970009,38.25255966,0.003000293,0.008098376
Belmaker,France,Banyuls_Unknown,3.166758,42.47317,2381,Diplodus.vulgaris,5,1,Summer,NA,NA,650,NA,1962,55,NA,0.01416999,3.073147,16.79940014,10.72970009,38.25255966,0.003000293,0.008098376
Belmaker,France,Banyuls_Unknown,3.166758,42.47317,2381,Diplodus.vulgaris,20,6,Summer,NA,NA,650,NA,1962,55,NA,0.01416999,3.073147,16.79940014,10.72970009,38.25255966,0.003000293,0.008098376
Belmaker,France,Banyuls_Unknown,3.166758,42.47317,2381,Gobius.xanthocephalus,8,1,Summer,NA,NA,650,NA,1962,55,NA,NA,NA,16.79940014,10.72970009,38.25255966,0.003000293,0.008098376
Belmaker,France,Banyuls_Unknown,3.166758,42.47317,2381,Gobius.xanthocephalus,8,1,Summer,NA,NA,650,NA,1962,55,NA,NA,NA,16.79940014,10.72970009,38.25255966,0.003000293,0.008098376
Belmaker,France,Banyuls_Unknown,3.166758,42.47317,2381,Labrus.merula,15,1,Summer,NA,NA,650,NA,1962,55,NA,0.008403474,3.164667,16.79940014,10.72970009,38.25255966,0.003000293,0.008098376
Belmaker,France,Banyuls_Unknown,3.166758,42.47317,2381,Labrus.merula,20,1,Summer,NA,NA,650,NA,1962,55,NA,0.008403474,3.164667,16.79940014,10.72970009,38.25255966,0.003000293,0.008098376
Belmaker,France,Banyuls_Unknown,3.166758,42.47317,2381,Mugil.cephalus,35,2,Summer,NA,NA,650,NA,1962,55,NA,0.01402537,2.961864,16.79940014,10.72970009,38.25255966,0.003000293,0.008098376
Belmaker,France,Banyuls_Unknown,3.166758,42.47317,2381,Mullus.surmuletus,12,8,Summer,NA,NA,650,NA,1962,55,NA,0.007682273,3.163183,16.79940014,10.72970009,38.25255966,0.003000293,0.008098376
Belmaker,France,Banyuls_Unknown,3.166758,42.47317,2381,Mullus.surmuletus,12,2,Summer,NA,NA,650,NA,1962,55,NA,0.007682273,3.163183,16.79940014,10.72970009,38.25255966,0.003000293,0.008098376
Belmaker,France,Banyuls_Unknown,3.166758,42.47317,2381,Pomatoschistus.quagga,15,1,Summer,NA,NA,650,NA,1962,55,NA,NA,NA,16.79940014,10.72970009,38.25255966,0.003000293,0.008098376
Belmaker,France,Banyuls_Unknown,3.166758,42.47317,2381,Serranus.cabrilla,18,1,Summer,NA,NA,650,NA,1962,55,NA,0.01793521,2.869466,16.79940014,10.72970009,38.25255966,0.003000293,0.008098376
Belmaker,France,Banyuls_Unknown,3.166758,42.47317,2381,Serranus.cabrilla,10,1,Summer,NA,NA,650,NA,1962,55,NA,0.01793521,2.869466,16.79940014,10.72970009,38.25255966,0.003000293,0.008098376
Belmaker,France,Banyuls_Unknown,3.166758,42.47317,2381,Sparus.aurata,15,40,Summer,NA,NA,650,NA,1962,55,NA,0.01576195,3.012212,16.79940014,10.72970009,38.25255966,0.003000293,0.008098376
Belmaker,France,Banyuls_Unknown,3.166758,42.47317,2381,Sparus.aurata,30,1,Summer,NA,NA,650,NA,1962,55,NA,0.01576195,3.012212,16.79940014,10.72970009,38.25255966,0.003000293,0.008098376
Belmaker,France,Banyuls_Unknown,3.166758,42.47317,2381,Sparus.aurata,5,1,Summer,NA,NA,650,NA,1962,55,NA,0.01576195,3.012212,16.79940014,10.72970009,38.25255966,0.003000293,0.008098376
Belmaker,France,Banyuls_Unknown,3.166758,42.47317,2381,Symphodus.cinereus,10,1,Summer,NA,NA,650,NA,1962,55,NA,0.00545385,3.392625,16.79940014,10.72970009,38.25255966,0.003000293,0.008098376
Belmaker,France,Banyuls_Unknown,3.166758,42.47317,2381,Symphodus.mediterraneus,12,3,Summer,NA,NA,650,NA,1962,55,NA,0.01741062,2.931,16.79940014,10.72970009,38.25255966,0.003000293,0.008098376
Belmaker,France,Banyuls_Unknown,3.166758,42.47317,2381,Symphodus.mediterraneus,10,1,Summer,NA,NA,650,NA,1962,55,NA,0.01741062,2.931,16.79940014,10.72970009,38.25255966,0.003000293,0.008098376
Belmaker,France,Banyuls_Unknown,3.166758,42.47317,2381,Symphodus.mediterraneus,14,2,Summer,NA,NA,650,NA,1962,55,NA,0.01741062,2.931,16.79940014,10.72970009,38.25255966,0.003000293,0.008098376
Belmaker,France,Banyuls_Unknown,3.166758,42.47317,2381,Symphodus.melanocercus,10,1,Summer,NA,NA,650,NA,1962,55,NA,0.01382873,3,16.79940014,10.72970009,38.25255966,0.003000293,0.008098376
Belmaker,France,Banyuls_Unknown,3.166758,42.47317,2381,Symphodus.ocellatus,12,1,Summer,NA,NA,650,NA,1962,55,NA,0.01058648,3.1768,16.79940014,10.72970009,38.25255966,0.003000293,0.008098376
Belmaker,France,Banyuls_Unknown,3.166758,42.47317,2381,Symphodus.ocellatus,5,3,Summer,NA,NA,650,NA,1962,55,NA,0.01058648,3.1768,16.79940014,10.72970009,38.25255966,0.003000293,0.008098376
Belmaker,France,Banyuls_Unknown,3.166758,42.47317,2381,Symphodus.ocellatus,2,1,Summer,NA,NA,650,NA,1962,55,NA,0.01058648,3.1768,16.79940014,10.72970009,38.25255966,0.003000293,0.008098376
Belmaker,France,Banyuls_Unknown,3.166758,42.47317,2381,Symphodus.roissali,10,1,Summer,NA,NA,650,NA,1962,55,NA,0.01554027,3.028,16.79940014,10.72970009,38.25255966,0.003000293,0.008098376
Belmaker,France,Banyuls_Unknown,3.166758,42.47317,2381,Symphodus.roissali,10,1,Summer,NA,NA,650,NA,1962,55,NA,0.01554027,3.028,16.79940014,10.72970009,38.25255966,0.003000293,0.008098376
Belmaker,France,Banyuls_Unknown,3.166758,42.47317,2381,Symphodus.tinca,10,1,Summer,NA,NA,650,NA,1962,55,NA,0.01810476,2.89916,16.79940014,10.72970009,38.25255966,0.003000293,0.008098376
Belmaker,France,Banyuls_Unknown,3.166758,42.47317,2381,Symphodus.tinca,10,1,Summer,NA,NA,650,NA,1962,55,NA,0.01810476,2.89916,16.79940014,10.72970009,38.25255966,0.003000293,0.008098376
